age,account_balance,recency_days,frequency,monetary_total,monetary_avg,share_ATM Withdrawal,share_Airtime/Data,share_Bill Payment,share_Loan Repayment,share_Other/Unclassified,share_POS Purchase,share_Salary Credit,share_Savings Deposit,share_Transfer,location
61,62474.59,22,6,74153.47,12358.911666666669,0.2376355415329855,0.1589738147115704,0.0,0.5571461456894734,0.0,0.0,0.0317931177057526,0.0144513803602178,0.0,Anambra
21,12102.53,170,3,13164.46,4388.153333333333,0.0,0.0,0.5578846378810829,0.4421153621189171,0.0,0.0,0.0,0.0,0.0,Rivers
36,28781.19,13,6,87778.67,14629.778333333334,0.1252437522692016,0.0,0.8246553519209167,0.0,0.0,0.0113183533083834,0.0387825425014983,0.0,0.0,Kwara
42,236200.53,40,6,62694.65,10449.108333333332,0.0081692776018368,0.9065689018121962,0.0,0.0,0.0,0.0,0.0,0.0296409661749447,0.0556208544110223,Oyo
18,44582.64,47,8,32679.11,4084.88875,0.1724076940895881,0.3881969245796474,0.0475949314409113,0.0421899494814883,0.0,0.1493825872246826,0.0212566988513457,0.1789712143323364,0.0,Ogun
48,87369.38,44,3,23884.47,7961.490000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7868213110862414,0.2131786889137586,Kwara
43,6805.13,112,8,38658.26,4832.2825,0.0,0.3327433774825872,0.0639511452403703,0.215737852660725,0.0,0.0702576887837166,0.1874295428713036,0.0568838328471069,0.0729965601141903,Imo
44,17777.67,69,6,65505.67,10917.611666666666,0.418900226499477,0.0,0.0,0.5323742204300788,0.0,0.0,0.0,0.0,0.0487255530704441,Ogun
37,36236.485,138,2,12457.52,6228.76,0.0,0.8380006614478643,0.0,0.1619993385521355,0.0,0.0,0.0,0.0,0.0,Unknown
37,26435.83,386,3,16979.29,5659.763333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Kwara
43,39433.71,11,6,38597.44,6432.906666666667,0.261740156860144,0.0368757617085485,0.0,0.4667682623510782,0.0,0.2119485126474709,0.0,0.0226673064327582,0.0,Kano
27,45419.44,2,6,71037.28,11839.546666666669,0.7166705988742813,0.0,0.1338891353948237,0.100928977010381,0.0,0.0,0.0,0.0,0.048511288720514,Kano
26,208662.91,12,6,70791.79,11798.631666666666,0.1183973452288747,0.0,0.54787285361763,0.0110286800206634,0.0,0.0,0.2398467392899657,0.0297622083012733,0.0530921735415928,Imo
43,11636.97,53,8,57935.64,7241.955,0.1049119333108256,0.2534916331294519,0.4625285920721683,0.0,0.0,0.0832278714794554,0.0958399700080986,0.0,0.0,Kwara
36,66471.71,225,3,3892.25,1297.4166666666667,0.0,0.2423919326867493,0.0,0.0,0.0,0.0,0.0,0.0,0.7576080673132507,Plateau
24,13168.62,87,6,63365.71,10560.951666666666,0.0,0.0,0.4472614604965367,0.5422983503222799,0.0,0.0,0.0,0.0104401891811833,0.0,Cross River
27,9236.14,39,5,34853.99,6970.798,0.0,0.2438891501374735,0.0977827789587361,0.4867293529377842,0.0,0.078537636580489,0.0930610813855171,0.0,0.0,Kwara
30,68175.54,54,4,124244.78,31061.195,0.3516559005537295,0.0,0.5188834492684522,0.0,0.0,0.0,0.0,0.1294606501778183,0.0,Edo
25,15187.44,6,6,44487.77,7414.628333333334,0.0,0.0377789221622032,0.0629557291813008,0.1339846883761537,0.0,0.0,0.7652806602803423,0.0,0.0,Edo
35,8383.78,3,7,55471.87,7924.552857142857,0.0363400404565412,0.0,0.5593609878304083,0.0,0.0,0.0279799473138367,0.0,0.05862863465753,0.3176903897416834,Plateau
54,5832.84,256,6,91131.56,15188.593333333332,0.0194245550059715,0.8128389330765324,0.0670216772323441,0.0081949656079628,0.0,0.0,0.0,0.0099547291849278,0.0825651398922612,Cross River
28,10527.85,91,6,20914.36,3485.726666666667,0.2747523710981355,0.1596644602082015,0.0,0.0,0.0,0.4868516177401555,0.0,0.0,0.0787315509535075,Delta
19,7608.46,270,6,78208.34,13034.723333333332,0.0,0.0504194309711726,0.0,0.0,0.0,0.1709278064206451,0.0282568329669188,0.0,0.7503959296412633,Rivers
29,86906.56,46,4,11808.94,2952.235,0.7408234778057979,0.0,0.1830308224108175,0.0,0.0,0.0,0.0761456997833844,0.0,0.0,Ogun
40,13433.74,19,6,33243.86,5540.643333333333,0.0,0.5080556229029962,0.0732947377350283,0.4186496393619753,0.0,0.0,0.0,0.0,0.0,Cross River
27,18782.26,34,7,83386.31,11912.33,0.0,0.2329147314469246,0.2522878155898732,0.0264857624710818,0.0,0.0238536757412577,0.4644580147508626,0.0,0.0,Imo
35,5709.2,366,3,10115.23,3371.7433333333333,0.1090860019989659,0.0,0.0,0.0,0.0,0.6092031520785983,0.0,0.0,0.2817108459224358,Delta
34,6950.32,419,3,13307.815,4435.9383333333335,0.0,0.5611586124393824,0.0,0.0,0.0,0.0,0.4388413875606176,0.0,0.0,Kaduna
56,7484.22,34,8,552948.9941500111,69118.62426875139,0.0307245336906987,0.0429954484980041,0.0323852293601276,0.0256362524391431,0.0,0.0,0.8502872943511648,0.0,0.0179712416608612,Delta
35,79650.26,41,9,180739.67,20082.185555555552,0.350154783396473,0.0279960674930965,0.0,0.0,0.0,0.0289427329373789,0.3661856857434785,0.1059212955296421,0.1207994348999309,Cross River
32,99192.84,54,5,31492.59,6298.518,0.0430475867497719,0.0663625951374593,0.0,0.0,0.0,0.0,0.7993883640564337,0.0,0.0912014540563351,Enugu
51,51902.59,46,6,39134.93,6522.488333333334,0.0,0.5253669803421138,0.0,0.0,0.0,0.269673920459293,0.0100799975878326,0.1948791016107605,0.0,Delta
37,23149.95,720,1,2041.57,2041.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Oyo
50,33851.36,224,5,32077.49,6415.4980000000005,0.0,0.2799115516831273,0.2961300899789852,0.0,0.0,0.0,0.0,0.4239583583378874,0.0,Imo
41,540813.71,127,4,11471.0,2867.75,0.0,0.0,0.3580777613111324,0.0,0.0,0.5352828872809694,0.0,0.1066393514078981,0.0,Edo
44,62654.17,11,5,34030.72,6806.144,0.0,0.0,0.0,0.0606510823162131,0.0,0.0,0.036580477874109,0.177983598348786,0.7247848414608918,Oyo
48,63925.19,78,5,30790.99,6158.197999999999,0.0,0.5311277747159153,0.0,0.0,0.0,0.4512709724500576,0.0,0.0176012528340271,0.0,Abuja FCT
53,64875.73,62,4,36941.97,9235.4925,0.0,0.0,0.0,0.0,0.0,0.0299629391718958,0.5807337832822668,0.0,0.3893032775458374,Kwara
40,37676.35,75,10,161144.78,16114.478,0.7348063027545788,0.0,0.029911176769114,0.0833267450549747,0.0,0.0541998319771822,0.057627929368857,0.0221731042110082,0.0179549098642847,Plateau
46,322624.39,150,5,63814.31,12762.862,0.5631479835792317,0.1283574170119523,0.0838918418141636,0.0,0.0,0.0,0.0,0.0,0.2246027575946523,Abuja FCT
51,361236.1,8,6,79673.82,13278.97,0.8597623410048622,0.0045086328231783,0.0705063470033192,0.0,0.0,0.0458611122197981,0.0193615669488421,0.0,0.0,Plateau
68,16520.42,128,8,43675.68,5459.46,0.3441997926534859,0.1071683371615507,0.0149634762412399,0.0,0.0,0.1025346371252834,0.3839660882211794,0.0,0.0471676685972605,Rivers
58,163858.61,36,4,16089.309999999998,4022.3275,0.7361540053613237,0.0273902361257257,0.1831004561413758,0.0,0.0,0.0,0.0533553023715746,0.0,0.0,Imo
26,51885.53,316,5,73505.385,14701.077,0.0,0.12144314324726,0.0,0.0113229799422178,0.0,0.8672338768105222,0.0,0.0,0.0,Kwara
37,28599.82,108,6,102121.97,17020.328333333335,0.0,0.5389048017777174,0.0,0.1911865781672641,0.0,0.0,0.0,0.2699086200550185,0.0,Unknown
52,27394.32,137,8,97967.06,12245.8825,0.0841154159367444,0.0,0.0214531292456872,0.0391890907004864,0.0,0.6366958445012028,0.0660370945091135,0.1525094251067655,0.0,Oyo
33,37599.57,1,12,63898.145,5324.845416666667,0.1138522878872305,0.6138385550942049,0.0233837774163866,0.0437849956364148,0.0,0.0,0.0113192644324807,0.0700414699049557,0.1237796496283264,Kaduna
33,41137.19,5,4,25070.58,6267.645,0.7562294131208771,0.0436479730425063,0.1259396471880586,0.0,0.0,0.0741829666485577,0.0,0.0,0.0,Kano
35,26316.89,31,6,48695.21,8115.868333333333,0.7243020412069278,0.1105032712663114,0.0,0.0,0.0,0.0,0.0504575296009607,0.0,0.1147371579258001,Lagos
39,18234.18,68,8,33970.21,4246.27625,0.2670042369476079,0.0,0.0,0.6485567796018924,0.0,0.0,0.0696645678669634,0.0147744155835362,0.0,Edo
19,47035.07,64,6,54568.1,9094.683333333332,0.0270278789255993,0.0124310723664558,0.0564080479254362,0.2695351313313089,0.0,0.059048968170048,0.0,0.5755489012811514,0.0,Cross River
62,125394.69,539,2,12399.37,6199.685,0.8981738588331504,0.0,0.0,0.0,0.0,0.0,0.1018261411668496,0.0,0.0,Abuja FCT
41,24344.7,100,6,110431.05,18405.175,0.0,0.1433578690051394,0.4760738940723645,0.087619378788846,0.0,0.0,0.1915703961883908,0.0,0.101378461945259,Kano
24,4175.58,39,9,710461.5441500111,78940.17157222347,0.0,0.1199772889917347,0.6617747406898882,0.0,0.0,0.0,0.1700765101150733,0.0,0.0481714602033037,Kano
21,11031.31,82,6,518354.3341500111,86392.38902500186,0.0,0.0,0.0224706522790048,0.0,0.0,0.0,0.0097080503980963,0.9070349627171166,0.0607863346057821,Kano
44,20191.96,6,6,54565.16,9094.193333333336,0.0,0.0,0.068000167139618,0.0250084486144638,0.0,0.0,0.0571590003584705,0.7943194888459962,0.0555128950414513,Ogun
43,24549.05,27,7,135131.34,19304.477142857144,0.0,0.0612413819029693,0.0,0.4807966826940367,0.0,0.0,0.3732191214858078,0.0,0.084742813917186,Plateau
37,36236.485,43,7,92484.17,13212.024285714286,0.180629398523012,0.6108459426083404,0.0,0.0,0.0,0.0,0.0,0.1845306066973407,0.0239940521713067,Unknown
48,330066.52,78,7,153718.24,21959.74857142857,0.0191208928751721,0.0,0.5208059238773486,0.1254855637170969,0.0,0.0,0.3345876195303823,0.0,0.0,Cross River
32,104950.79,255,5,69204.96,13840.992000000002,0.7742332341496909,0.0,0.0058127336537727,0.1220606153084981,0.0,0.0,0.0,0.097893416888038,0.0,Anambra
45,72272.14,72,9,202360.98,22484.553333333333,0.238856522635935,0.0369313293501543,0.0,0.0,0.4623783201682458,0.1002277711839505,0.1191573592893254,0.0,0.0424486973723886,Delta
37,109522.6,93,9,108521.83,12057.981111111112,0.0,0.3233505185085802,0.0,0.0,0.0370764112621396,0.0619548159112318,0.0791760514912068,0.3991426425448225,0.0992995602820188,Imo
48,6136.8,64,7,53615.78,7659.397142857143,0.2017732466076218,0.0,0.225971906032142,0.039464500936105,0.0,0.0,0.0,0.0,0.5327903464241311,Delta
24,20604.4,55,7,95537.21,13648.172857142858,0.1425615213171915,0.0,0.3542853093574745,0.0187032884883282,0.0,0.0,0.2930110686715679,0.0,0.1914388121654379,Enugu
40,14818.7,9,8,31652.9,3956.6125,0.1763168619620951,0.0,0.0689532396715625,0.602405466797671,0.0,0.0,0.0,0.1523244315686714,0.0,Plateau
21,44563.72,52,4,20498.02,5124.505,0.0842427707651763,0.0,0.2482366589553527,0.0,0.0,0.0,0.0,0.0413166735128563,0.6262038967666146,Delta
49,65817.99,15,6,14665.63,2444.271666666667,0.0357325256398804,0.0,0.0,0.1800188604239981,0.0,0.0,0.5121109696617193,0.0,0.2721376442744021,Imo
36,162749.59,93,6,24895.92,4149.32,0.2242965915700243,0.3993578064196864,0.0060736859694279,0.0,0.0,0.0,0.0,0.272629410762888,0.0976425052779732,Kaduna
22,10230.73,14,6,26741.04,4456.84,0.2151991844745006,0.1248519130146022,0.1609084762597116,0.0,0.0,0.0,0.013817712400116,0.4852227138510693,0.0,Lagos
53,42378.48,199,4,62970.89,15742.7225,0.0,0.058746350893246,0.6271470833586757,0.0,0.0,0.303355883964797,0.0107506817832811,0.0,0.0,Abuja FCT
49,70960.8,19,7,188332.4,26904.62857142857,0.0,0.0,0.0,0.0,0.0444495477145727,0.1102570773802065,0.0694562380132149,0.7132386142798586,0.0625985226121474,Oyo
18,10493.91,203,4,81092.39,20273.0975,0.4822471011151601,0.0318862226159569,0.0,0.0926243510642614,0.0,0.3932423252046215,0.0,0.0,0.0,Delta
27,118721.18,310,3,38955.11,12985.036666666669,0.0,0.0,0.0816652808835605,0.1248187978419262,0.0,0.0,0.0,0.7935159212745131,0.0,Kano
32,129222.47,212,6,132089.58000000002,22014.930000000004,0.0,0.4546500942769292,0.0,0.0189749259555522,0.0,0.0932632233367688,0.0,0.0,0.4331117564307494,Edo
45,28305.74,3,9,125092.5,13899.166666666666,0.0644248855846673,0.2626684253652298,0.0157826408457741,0.0,0.0,0.0,0.0,0.2225713771808861,0.4345526710234426,Oyo
58,95847.64,174,3,116754.32,38918.10666666667,0.0,0.0842033939300918,0.0,0.8570696142121336,0.0,0.0587269918577745,0.0,0.0,0.0,Edo
36,11046.78,21,9,77964.89,8662.765555555556,0.0343237834363647,0.0543575447871471,0.0,0.0679870131286018,0.0,0.5003276474833735,0.0,0.2709606849955152,0.0720433261689973,Delta
48,9481.26,125,2,8139.29,4069.645,0.0,0.0,0.0,0.2947234955383086,0.0,0.0,0.0,0.0,0.7052765044616913,Cross River
35,39786.63,9,7,66678.82,9525.545714285716,0.0,0.2569895508048883,0.1036441556704212,0.0251235699731938,0.0,0.0,0.1645552515776374,0.0,0.4496874719738592,Cross River
32,7329.18,194,5,69031.3,13806.26,0.0724874078859879,0.0,0.0,0.333729482133467,0.0,0.0,0.0882948749335446,0.0512986138172104,0.4541896212297899,Oyo
42,52907.98,67,3,10793.11,3597.7033333333334,0.0,0.0,0.0,0.2210243386753215,0.0,0.0,0.0,0.0,0.7789756613246783,Abuja FCT
53,12341.44,96,6,80614.45999999999,13435.743333333332,0.2962747626170293,0.0,0.0,0.1173030247923263,0.0,0.0,0.0624231682504602,0.0161265112983452,0.507872533041839,Anambra
46,107163.36,59,7,44492.8,6356.114285714286,0.1083795580408515,0.0531301693757192,0.4754272601409666,0.029666372986191,0.0,0.0,0.1230502463319908,0.0,0.2103463931242807,Edo
48,91596.23,200,4,26350.1,6587.525,0.0549185771590999,0.0,0.0,0.0927651128458715,0.0,0.0,0.2150451041931529,0.6372712058018756,0.0,Kwara
43,77840.42,106,5,26646.82,5329.364,0.3848977101207573,0.0436806343120867,0.0,0.0,0.0,0.0,0.3809426415609817,0.1904790140061741,0.0,Cross River
46,104689.4,69,9,48662.5,5406.944444444444,0.2336090418700231,0.0,0.0,0.103660724377087,0.4370659131774981,0.0,0.0834757770357051,0.0629211405086051,0.0792674030310814,Kwara
43,43583.98,93,10,42242.33,4224.233,0.2579585453737992,0.0645975257520122,0.0590611360689621,0.0982722780679948,0.0,0.2518450094963985,0.1211363104260584,0.1471291948147746,0.0,Oyo
71,38759.85,583,3,8406.86,2802.286666666667,0.0,0.0,0.0,0.04325515115037,0.0,0.3400603792616982,0.0,0.0,0.6166844695879318,Kwara
18,10046.75,25,8,126479.53,15809.94125,0.0,0.0,0.0716930241597197,0.0399698670607014,0.0,0.8095537673171302,0.0,0.0787833414624485,0.0,Oyo
53,39115.35,125,2,9233.02,4616.51,0.7006504913885164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2993495086114836,Edo
34,24045.35,53,5,48660.91,9732.182,0.0,0.7812102157563432,0.0,0.0,0.0,0.0,0.1477337764542422,0.0,0.0710560077894145,Plateau
37,36236.485,4,8,126559.17,15819.89625,0.0671068718292005,0.150490399075784,0.0,0.0252811392489378,0.0,0.0,0.0,0.750883005948917,0.0062385838971605,Unknown
25,39550.91,724,1,666.23,666.23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Plateau
33,8686.32,11,8,81504.63,10188.07875,0.0045890644494674,0.0018037012130476,0.0,0.0,0.0,0.0,0.0253669024692216,0.2647810314579675,0.7034593004102957,Rivers
22,57141.84,178,5,23052.53,4610.505999999999,0.9388487944707156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0611512055292846,Abuja FCT
35,15091.29,205,2,8060.540000000001,4030.27,0.0,0.0,0.0,0.0,0.0,0.3154131112803857,0.6845868887196143,0.0,0.0,Edo
73,25947.44,107,4,42491.560000000005,10622.89,0.5490398563855975,0.0,0.0,0.0,0.0,0.3415800690772473,0.0,0.0,0.1093800745371551,Rivers
28,75358.42,163,9,50472.86,5608.095555555556,0.0451038439272115,0.0,0.3384521899492123,0.380507662930137,0.0,0.1341306991519799,0.0,0.0667538950636044,0.0350517089778546,Enugu
28,311322.63,152,7,66935.29,9562.184285714286,0.0,0.0,0.3237765907938847,0.0294222972665091,0.0,0.0571302522182245,0.2661194117482721,0.2271215975907477,0.0964298503823618,Anambra
18,10533.28,86,8,35711.2,4463.9,0.4059337126727749,0.1402688792311655,0.0,0.0849859427854566,0.0,0.2216727525258182,0.0646133425928,0.0,0.0825253701919845,Kano
27,9105.78,152,8,35315.6,4414.45,0.0,0.1605703994835143,0.0,0.1494557645912854,0.0,0.0107652142395994,0.2666257970981662,0.2185835721324287,0.1939992524550057,Kano
46,23357.13,56,12,162812.68,13567.723333333332,0.1487873671755787,0.0271597396468137,0.0547939509379736,0.3535034249175187,0.0,0.0198476556002886,0.0,0.2592215790563733,0.1366862826654533,Abuja FCT
39,21351.76,245,6,39313.84,6552.306666666666,0.0,0.0524797374156276,0.0,0.024082104419207,0.0,0.0,0.7267171052229953,0.1967210529421699,0.0,Plateau
40,7642.61,99,4,10172.22,2543.055,0.886144814013067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113855185986933,Kwara
43,21746.16,458,2,3323.1800000000003,1661.59,0.0,0.0,0.8634891880668516,0.1365108119331483,0.0,0.0,0.0,0.0,0.0,Oyo
40,124209.78,80,10,63236.81,6323.681,0.3194239241353256,0.1061620597243915,0.0,0.0,0.1486581944914679,0.2573145293065859,0.0800092541037411,0.0306652090768019,0.057766829161686,Lagos
29,46425.21,179,7,26252.43,3750.347142857143,0.1036761168394697,0.1519657418379936,0.5417605151218383,0.0,0.0,0.0,0.0,0.0,0.2025976262006983,Oyo
20,81464.65,84,7,33816.58,4830.9400000000005,0.0,0.0,0.1519772253728792,0.4342233898283031,0.0,0.1585633437798854,0.0,0.2552360410189321,0.0,Anambra
27,20911.77,34,10,87092.81,8709.280999999999,0.0548293251762114,0.1297597356199668,0.0977898175521033,0.1015451218074144,0.0,0.0423290969713803,0.0163393510899464,0.0,0.5574075517829773,Rivers
24,102623.66,49,6,82659.95,13776.658333333333,0.0,0.0,0.0,0.0,0.0,0.5967792141175987,0.0046503778431997,0.0167111158426783,0.3818592921965232,Kaduna
46,156658.98,51,9,103536.53,11504.058888888889,0.0,0.2432846648424473,0.0563838676069209,0.0493610322849336,0.0484639576002788,0.3372943829583626,0.1711534083670758,0.0,0.0940586863399806,Delta
38,4165.72,112,9,61988.37,6887.596666666667,0.055190191321372,0.0919548295914217,0.0588320034871057,0.0,0.0221760952901326,0.1314044876482475,0.572067308754852,0.0366580053645546,0.0317170785423136,Abuja FCT
33,3991.0,84,3,10524.28,3508.093333333333,0.2732405447213491,0.2629091966386299,0.0,0.0,0.0,0.463850258640021,0.0,0.0,0.0,Imo
18,19585.18,541,2,4926.92,2463.46,0.1397932176694567,0.0,0.0,0.8602067823305433,0.0,0.0,0.0,0.0,0.0,Kwara
46,48179.9,258,6,144083.96,24013.99333333333,0.0,0.0,0.6275900523555848,0.0,0.196512089201324,0.0629481588373889,0.0156818288447929,0.0972678707609091,0.0,Abuja FCT
39,55865.72,263,4,30341.53,7585.3825,0.2060133421089839,0.2288358563328876,0.0,0.4324874190589598,0.0,0.0,0.0,0.1326633824991686,0.0,Oyo
29,9449.01,36,9,706237.4241500112,78470.8249055568,0.0299776807006237,0.0,0.0,0.0254972186183312,0.0120549544797156,0.0001580346724535,0.0,0.2593696308581513,0.6729424806707245,Kano
62,3444.13,50,7,174647.56,24949.65142857143,0.7768642172842266,0.0599221082733706,0.0284351524865277,0.1103506971411452,0.0,0.0118114447175786,0.0,0.0,0.012616380097151,Edo
42,9737.95,5,7,209997.3,29999.614285714288,0.0166293090434972,0.1773741852871441,0.0,0.6599290562307231,0.0,0.0046992508951305,0.0736601375351016,0.0188040512901832,0.0489040097182201,Ogun
41,13430.07,18,4,23947.15,5986.7875,0.0,0.0,0.1805379763353885,0.0,0.0,0.3627550668868738,0.0,0.2031982929075067,0.2535086638702309,Anambra
49,68372.47,10,8,86722.75,10840.34375,0.0990856493826591,0.1329610742279275,0.0728537782761732,0.6635141297986976,0.0,0.0,0.0,0.0315853683145426,0.0,Abuja FCT
18,16964.89,409,4,55729.01,13932.2525,0.0,0.0,0.0,0.0,0.0,0.1894498036121581,0.0,0.5876006051426358,0.222949591245206,Lagos
50,63856.52,48,4,14929.93,3732.4825,0.0,0.0,0.0,0.1907222605866202,0.0,0.0,0.1811515526194697,0.62812618679391,0.0,Plateau
30,35392.9,139,4,64126.14,16031.535,0.4039454113408354,0.0651631300433801,0.0,0.0,0.0,0.0,0.0,0.0,0.5308914586157845,Anambra
29,11066.81,149,8,45396.76,5674.594999999999,0.2852589039394001,0.1477799296689896,0.0,0.0438011435177312,0.0,0.0,0.5089530618484668,0.0,0.0142069610254123,Enugu
32,189500.75,230,5,27968.88,5593.776,0.3008887020145247,0.0,0.0,0.3642741504128874,0.0,0.0,0.0,0.2716680110179599,0.0631691365546278,Abuja FCT
18,45424.64,66,6,69620.66,11603.443333333336,0.0475526948466159,0.1146672553808021,0.3887004231215274,0.0,0.0,0.0965145978219683,0.3525650288290861,0.0,0.0,Kaduna
23,7449.81,81,6,59355.43,9892.571666666669,0.4688721823765744,0.0,0.0,0.1908308978639359,0.0,0.2918204787666436,0.0484764409928459,0.0,0.0,Edo
46,11107.21,187,1,9881.62,9881.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Abuja FCT
49,43853.78,89,5,75925.82,15185.164,0.0,0.0,0.0877465663195998,0.7791502284730016,0.0,0.0,0.0068150729224919,0.0,0.1262881322849065,Delta
26,83738.16,122,5,37920.4,7584.08,0.1590009599054862,0.0323664834759127,0.1084247529034503,0.0,0.0,0.0,0.0817549392938893,0.6184528644212614,0.0,Kwara
39,61124.64,15,5,16495.23,3299.046,0.1626949124080113,0.0,0.0,0.0,0.0,0.2213979435267044,0.1961567071207858,0.0,0.4197504369444985,Cross River
30,173616.97,77,7,431911.88,61701.69714285714,0.9266426985060008,0.0293947691367044,0.0230835049038243,0.0,0.0,0.0,0.0166027848087901,0.00189304818381,0.0023831944608701,Anambra
18,72599.51,25,6,76657.96,12776.326666666668,0.0664084982172758,0.0995372170091664,0.4047616190151682,0.0,0.0,0.0815534355466803,0.0,0.3477392302117092,0.0,Kwara
40,32650.5,171,7,39702.37,5671.767142857143,0.0,0.3430084904251309,0.0,0.0,0.0,0.1229571433644893,0.0259609187058606,0.4350833464097988,0.0729901010947205,Cross River
39,26736.63,68,9,25982.72,2886.968888888889,0.2504733915463815,0.0900205983053352,0.1205135567023006,0.0,0.0,0.0,0.2913928949701955,0.0,0.2475995584757869,Lagos
27,8727.83,115,4,17811.86,4452.965,0.0,0.0,0.6267666599670108,0.0,0.0,0.0,0.0,0.3732333400329892,0.0,Edo
36,19600.92,471,5,35540.06,7108.012,0.066040406234542,0.0,0.0,0.1041596440748834,0.0,0.0,0.0,0.0,0.8297999496905746,Cross River
37,49916.26,31,8,59111.58,7388.9475,0.0,0.2081713938284173,0.0,0.0422769954719532,0.0,0.2846339076032141,0.3349413093001405,0.097690503282098,0.0322858905141767,Oyo
18,35827.52,134,6,496367.1741500111,82727.86235833519,0.0,0.0,0.9914918829851472,0.0,0.0,0.006513625735901,0.0019944912789515,0.0,0.0,Plateau
27,216616.14,52,6,27968.51,4661.418333333333,0.0,0.1386566535006691,0.0,0.251179987779113,0.2630039998555518,0.0,0.297947584622849,0.0492117742418169,0.0,Lagos
22,79562.51,17,2,29520.13,14760.065,0.0,0.0,0.9538799456506458,0.0,0.0,0.0,0.0,0.0,0.0461200543493541,Ogun
53,40875.15,62,5,51834.01,10366.802,0.0,0.2907068158531435,0.3329553318371471,0.0,0.0,0.0,0.1832920123293567,0.1930458399803526,0.0,Kwara
30,92462.86,196,4,77127.13,19281.7825,0.0,0.0,0.0,0.1846298442584341,0.0,0.063294070452252,0.7520760852893139,0.0,0.0,Abuja FCT
35,105593.05,68,4,23861.47,5965.367499999999,0.0,0.7149165579488606,0.0364960750532134,0.0820066827399988,0.0,0.1665806842579271,0.0,0.0,0.0,Kano
39,47209.42,208,4,24292.81,6073.202499999999,0.2059827578612766,0.0838684367926147,0.0,0.0,0.0,0.1748303304558015,0.535318474890307,0.0,0.0,Enugu
51,27341.2,127,6,72999.23,12166.538333333332,0.0,0.0,0.0978766488358849,0.0,0.0,0.0746750342435118,0.0,0.5526507608367924,0.2747975560838107,Enugu
39,210643.41,191,4,185385.41,46346.3525,0.0192911621254337,0.0,0.7211653279511048,0.0,0.0,0.2595435099234616,0.0,0.0,0.0,Oyo
25,74328.51,11,5,55091.52,11018.304,0.0,0.0,0.0,0.7945364368236708,0.0,0.0,0.0,0.0387765667020986,0.1666869964742305,Plateau
37,13385.68,7,8,33563.75,4195.46875,0.0746120442441622,0.0580969051431976,0.0,0.1223671371643514,0.0,0.3736572939555324,0.1499299095005772,0.0,0.221336709992179,Ogun
44,50346.44,35,2,30501.99,15250.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4766823410538132,0.5233176589461868,Enugu
51,4227.84,5,8,96903.79,12112.97375,0.3080816550106038,0.0,0.0283636997066884,0.1671502218850263,0.1706513233383338,0.312930072188095,0.0,0.0128230278712525,0.0,Kano
52,83044.04,56,11,111378.27,10125.297272727274,0.2807071792370271,0.0830340604141184,0.0442140105067173,0.0,0.0,0.2703034442894471,0.2025578238915005,0.0913006639445917,0.0278828177165976,Ogun
38,7380.15,148,5,59291.66,11858.332,0.0,0.0,0.0,0.0699666698486768,0.0,0.0,0.5498714321710676,0.0467799349857973,0.3333819629944582,Imo
66,24545.87,78,5,27737.54,5547.508,0.0,0.2102306116548187,0.5866367385139418,0.1714088560124654,0.0,0.0,0.0,0.0,0.0317237938187741,Edo
27,13693.15,311,8,108722.65,13590.33125,0.0,0.0,0.1494016196257173,0.0,0.0,0.6734371356842388,0.0,0.1673668734159809,0.0097943712740629,Ogun
23,51822.1,275,2,29301.1,14650.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0979874475702277,0.9020125524297724,0.0,Rivers
58,70580.36,256,4,481644.4391500111,120411.10978750278,0.0011411530069151,0.986683143251235,0.0,0.0,0.0,0.0,0.0121757037418499,0.0,0.0,Enugu
18,13021.95,333,4,28892.8,7223.2,0.5233646444789014,0.0,0.0,0.0,0.0,0.0,0.15487803189722,0.0,0.3217573236238786,Enugu
42,11614.83,283,7,27786.54,3969.5057142857145,0.0,0.2352023677651121,0.0470821484071064,0.0,0.0,0.0,0.4581297275587389,0.2595857562690424,0.0,Lagos
45,52820.16,123,6,80821.59999999999,13470.266666666665,0.0,0.0,0.0924056192898928,0.3296550674572144,0.0,0.5681320340107099,0.0098072792421827,0.0,0.0,Abuja FCT
58,25483.06,64,5,71679.70999999999,14335.942,0.0,0.1646302698490269,0.0,0.5464846328200825,0.0,0.0,0.041905721995806,0.0,0.2469793753350843,Cross River
43,10493.4,12,5,18972.15,3794.43,0.5107802752982661,0.0,0.173915449751346,0.1195167653639676,0.0,0.0,0.0,0.0,0.19578750958642,Enugu
26,14463.55,74,7,59975.83,8567.975714285714,0.1515944006110461,0.0102731383625703,0.1125946902277134,0.0,0.0,0.3217882937176526,0.0638905705848505,0.0255824721391934,0.3142764343569735,Kano
