customer_id,txn_date,txn_amount,txn_category
FB101463,2024-03-18,2427.58,Loan Repayment
FB103719,2024-11-27,1145.61,Savings Deposit
FB100539,2024-07-02,1303.92,ATM Withdrawal
FB103908,2024-12-16,64842.92,Other/Unclassified
FB102152,2025-07-18,5563.92,Loan Repayment
FB102221,2024-08-24,1815.73,POS Purchase
FB103793,2025-04-18,4461.15,Savings Deposit
FB100499,2025-11-07,5003.9,ATM Withdrawal
FB100945,2024-05-28,4881.69,POS Purchase
FB101053,2024-10-19,470165.5041500111,Savings Deposit
FB100447,2025-08-29,46117.49,Transfer
FB100965,2024-06-07,31967.11,ATM Withdrawal
FB102495,2025-05-09,47027.96,Airtime/Data
FB104461,2024-11-17,16644.57,Bill Payment
FB103409,2024-04-11,4124.59,Airtime/Data
FB105219,2024-11-23,14020.6,Loan Repayment
FB100263,2024-07-30,2608.71,ATM Withdrawal
FB101034,2025-04-30,3456.53,Savings Deposit
FB105833,2024-05-22,18186.99,Airtime/Data
FB102113,2025-12-06,19854.14,ATM Withdrawal
FB100489,2024-01-20,1320.42,Savings Deposit
FB102413,2025-07-14,28956.32,Airtime/Data
FB104533,2024-04-15,56432.92,ATM Withdrawal
FB103609,2024-05-17,1287.4,Transfer
FB102635,2024-07-01,399.71,Bill Payment
FB104108,2025-11-03,7591.48,Transfer
FB104858,2025-03-24,5060.36,Salary Credit
FB105365,2025-10-05,2814.78,Bill Payment
FB100428,2025-02-12,23412.87,Loan Repayment
FB103406,2024-05-09,2887.37,POS Purchase
FB105935,2024-08-17,3044.34,Bill Payment
FB100093,2024-08-20,61658.59,Airtime/Data
FB105079,2024-09-20,27220.04,Salary Credit
FB101649,2025-12-09,15358.8,Savings Deposit
FB103773,2025-10-15,4403.78,Airtime/Data
FB100618,2024-06-04,9630.88,Salary Credit
FB105419,2024-07-12,15976.97,Transfer
FB104139,2025-01-15,3309.63,Salary Credit
FB103947,2025-04-16,4953.68,Loan Repayment
FB103535,2025-10-30,1343.3,Savings Deposit
FB101323,2025-05-18,79564.98,ATM Withdrawal
FB101826,2024-08-29,1016.39,POS Purchase
FB102939,2024-05-15,969.32,Transfer
FB101367,2024-02-04,493.86,Savings Deposit
FB100227,2025-04-02,26397.56,Loan Repayment
FB103102,2025-06-03,4835.06,Savings Deposit
FB101163,2025-07-30,3291.74,ATM Withdrawal
FB105099,2025-05-20,20779.88,Salary Credit
FB101324,2025-04-06,2147.87,Savings Deposit
FB104683,2024-06-05,11354.63,ATM Withdrawal
FB104838,2024-09-08,15182.18,Airtime/Data
FB104098,2024-04-26,41268.36,Salary Credit
FB104547,2025-03-31,714.75,Bill Payment
FB104533,2024-06-11,4546.71,POS Purchase
FB103836,2025-01-10,10790.49,Transfer
FB100217,2025-09-23,5091.66,Transfer
FB103292,2024-07-28,27806.04,Bill Payment
FB101848,2024-10-21,8362.48,Bill Payment
FB101163,2025-02-04,16831.27,POS Purchase
FB104065,2024-03-21,6860.75,Airtime/Data
FB103726,2025-10-07,66216.78,Bill Payment
FB101088,2024-10-28,5034.65,ATM Withdrawal
FB101388,2025-06-20,22947.27,Transfer
FB102189,2025-04-29,4891.46,Transfer
FB102774,2025-05-18,567.74,Airtime/Data
FB101142,2024-05-20,42589.8,ATM Withdrawal
FB104352,2024-10-11,1965.25,Salary Credit
FB102876,2024-12-06,13434.39,ATM Withdrawal
FB101863,2024-11-13,1723.03,Salary Credit
FB102172,2025-04-13,161.49,POS Purchase
FB104094,2024-10-25,48809.96,ATM Withdrawal
FB103975,2025-02-03,87871.21,ATM Withdrawal
FB101015,2025-08-29,7071.76,POS Purchase
FB102606,2024-06-21,3241.43,POS Purchase
FB104341,2025-01-18,3276.65,Bill Payment
FB100282,2024-01-16,3359.77,Loan Repayment
FB100687,2024-02-21,1686.19,Savings Deposit
FB105148,2024-09-14,7966.64,Savings Deposit
FB101293,2025-10-12,2711.7,Loan Repayment
FB103672,2024-03-06,6489.42,Loan Repayment
FB101624,2025-08-06,1705.11,Loan Repayment
FB101623,2024-10-20,7629.59,Loan Repayment
FB103828,2025-12-10,13650.02,Savings Deposit
FB101050,2024-03-14,316.22,Salary Credit
FB100183,2025-11-29,27827.24,Salary Credit
FB101964,2025-10-23,1100.22,Savings Deposit
FB105089,2024-05-20,13364.9,Transfer
FB102934,2024-03-31,8200.45,Loan Repayment
FB103477,2025-01-09,3622.75,Airtime/Data
FB100362,2024-06-28,18252.98,Airtime/Data
FB105328,2025-03-26,15080.0,Salary Credit
FB102652,2024-07-27,24188.54,Savings Deposit
FB104580,2024-05-23,2782.08,Airtime/Data
FB101459,2024-07-10,890.75,POS Purchase
FB102650,2025-04-06,10953.73,Loan Repayment
FB102892,2024-06-13,3482.83,Airtime/Data
FB103124,2024-06-18,939.93,ATM Withdrawal
FB105685,2025-07-30,2488.8,ATM Withdrawal
FB101838,2025-03-04,4867.24,ATM Withdrawal
FB101861,2024-03-20,3220.09,Bill Payment
FB103142,2024-08-05,916.16,Salary Credit
FB101772,2024-03-26,16581.65,Savings Deposit
FB105760,2025-06-02,2933.62,ATM Withdrawal
FB101166,2024-09-17,1576.99,ATM Withdrawal
FB104106,2024-12-14,6172.32,Transfer
FB102570,2024-02-24,510.17,POS Purchase
FB105997,2024-12-27,1256.54,Salary Credit
FB103495,2025-05-23,470165.5041500111,POS Purchase
FB102154,2024-03-06,37262.95,Airtime/Data
FB101131,2025-03-14,9890.99,Airtime/Data
FB102995,2024-05-10,6604.3,Airtime/Data
FB103052,2025-10-07,6548.74,ATM Withdrawal
FB105269,2024-03-09,5140.43,Salary Credit
FB102028,2025-04-24,4881.69,POS Purchase
FB104965,2024-01-22,35126.61,POS Purchase
FB101937,2025-05-10,302.27,Salary Credit
FB103065,2025-11-04,9528.99,Salary Credit
FB104646,2025-03-23,2462.19,Bill Payment
FB104140,2025-01-24,2582.15,Loan Repayment
FB102535,2025-02-23,1208.59,Bill Payment
FB103671,2025-02-28,1996.29,Savings Deposit
FB104040,2024-05-07,1703.0,Airtime/Data
FB105920,2024-04-14,6637.64,Loan Repayment
FB103589,2025-09-05,10159.21,Bill Payment
FB104950,2024-05-17,2489.45,Transfer
FB104982,2025-02-26,1161.26,Airtime/Data
FB102620,2025-02-08,357.2,ATM Withdrawal
FB101566,2024-02-07,3276.49,Savings Deposit
FB101947,2024-05-24,146.04,Bill Payment
FB100123,2025-01-22,10360.48,Bill Payment
FB102277,2024-10-26,7716.62,Transfer
FB105161,2024-10-07,1748.44,Bill Payment
FB103403,2025-03-31,20970.86,Bill Payment
FB100529,2025-04-19,1407.01,Transfer
FB104510,2025-06-21,54287.2,Salary Credit
FB101884,2024-12-29,71629.54,Salary Credit
FB105899,2024-03-09,12564.55,Salary Credit
FB102777,2024-08-14,55703.45,Savings Deposit
FB101705,2025-02-21,1694.14,POS Purchase
FB105679,2025-01-23,5326.37,Airtime/Data
FB103220,2024-06-11,2576.84,Airtime/Data
FB101118,2024-04-03,17132.45,POS Purchase
FB101782,2024-04-16,10748.95,Bill Payment
FB101370,2024-03-05,5843.83,Airtime/Data
FB102738,2025-05-10,496.8,ATM Withdrawal
FB102448,2024-07-16,15973.77,Other/Unclassified
FB102775,2025-09-18,22909.62,POS Purchase
FB105162,2025-06-26,1534.17,Transfer
FB104403,2024-04-12,4881.69,POS Purchase
FB104278,2024-11-22,5236.49,Airtime/Data
FB103572,2024-07-15,1422.91,POS Purchase
FB105288,2025-04-26,19580.11,Bill Payment
FB103973,2025-11-20,15407.3,Other/Unclassified
FB101702,2025-09-05,318.03,ATM Withdrawal
FB102362,2025-07-24,16701.37,POS Purchase
FB102476,2024-01-04,4435.43,POS Purchase
FB102389,2025-01-31,10011.07,ATM Withdrawal
FB102107,2024-05-11,3649.28,Salary Credit
FB101638,2025-08-16,11987.72,POS Purchase
FB104556,2024-07-03,23347.72,Loan Repayment
FB100637,2024-08-23,7247.28,Airtime/Data
FB104317,2025-05-01,2086.31,POS Purchase
FB100694,2024-11-18,1451.21,ATM Withdrawal
FB104288,2025-03-20,73477.62,Transfer
FB103411,2024-12-29,8253.56,POS Purchase
FB104402,2024-02-21,22810.75,Salary Credit
FB102004,2024-03-29,1841.8,Salary Credit
FB102221,2025-02-08,982.0,Other/Unclassified
FB104327,2025-09-13,6258.53,Bill Payment
FB101273,2025-08-29,1279.47,Airtime/Data
FB105014,2025-09-06,104818.49,Airtime/Data
FB104233,2025-08-17,23604.74,ATM Withdrawal
FB103022,2025-01-26,1581.22,Salary Credit
FB100810,2024-04-20,6681.94,Loan Repayment
FB100350,2025-10-25,10600.71,ATM Withdrawal
FB105392,2025-08-18,8492.41,ATM Withdrawal
FB105269,2025-12-03,9902.01,POS Purchase
FB104578,2025-01-31,418.97,Salary Credit
FB103309,2024-11-16,3638.13,ATM Withdrawal
FB103337,2024-05-13,20529.23,Loan Repayment
FB104993,2024-03-06,2264.87,Salary Credit
FB104888,2024-11-15,3593.81,POS Purchase
FB104215,2025-08-17,3617.89,Salary Credit
FB101392,2025-09-18,7338.26,POS Purchase
FB105652,2025-02-27,15180.29,POS Purchase
FB105450,2024-01-23,9471.66,Salary Credit
FB105397,2024-04-15,23161.72,Other/Unclassified
FB105274,2024-05-28,2664.79,POS Purchase
FB105106,2024-06-27,4169.23,Salary Credit
FB102532,2024-04-29,908.49,Bill Payment
FB104605,2025-01-22,23100.95,POS Purchase
FB101881,2025-12-18,5060.59,POS Purchase
FB101958,2024-12-08,998.18,Bill Payment
FB105185,2025-12-23,3271.48,Bill Payment
FB101550,2024-04-19,4081.63,Savings Deposit
FB101199,2025-07-18,29159.42,POS Purchase
FB102398,2024-02-14,4866.56,Loan Repayment
FB101747,2024-03-04,2028.42,Loan Repayment
FB102004,2025-04-18,7641.36,Loan Repayment
FB103353,2025-06-29,393.24,Salary Credit
FB105675,2024-06-04,23979.69,Transfer
FB103682,2025-05-20,237619.99,Bill Payment
FB101221,2025-01-08,10263.8,Savings Deposit
FB105449,2025-10-10,82351.4,Loan Repayment
FB103345,2025-03-14,647.82,ATM Withdrawal
FB103173,2025-08-06,5240.44,POS Purchase
FB102872,2024-10-03,5065.01,Loan Repayment
FB100673,2025-06-01,4774.72,Loan Repayment
FB102547,2025-10-06,1525.01,Airtime/Data
FB105513,2025-09-23,6074.62,ATM Withdrawal
FB100520,2025-06-22,32320.87,Savings Deposit
FB105103,2024-05-06,4453.92,Transfer
FB103747,2025-04-25,1754.39,ATM Withdrawal
FB102454,2025-05-04,19708.05,Salary Credit
FB103672,2024-02-25,956.1,Transfer
FB101505,2024-01-09,8053.82,Loan Repayment
FB104847,2025-01-09,3563.53,Transfer
FB101026,2024-03-13,3748.74,Airtime/Data
FB103686,2024-03-20,8759.53,ATM Withdrawal
FB103117,2025-05-20,529.45,Salary Credit
FB100319,2024-03-10,28996.41,Airtime/Data
FB103082,2024-03-22,6473.43,POS Purchase
FB102058,2024-07-29,9434.1,Savings Deposit
FB104200,2025-06-08,3425.26,Transfer
FB104324,2025-08-26,45575.46,ATM Withdrawal
FB102479,2024-01-10,19340.78,Salary Credit
FB105470,2024-01-07,826.91,Bill Payment
FB101762,2024-03-24,689.29,Transfer
FB105152,2024-06-12,25663.87,Loan Repayment
FB101218,2025-12-14,304.92,ATM Withdrawal
FB104976,2025-08-23,7020.75,Transfer
FB100479,2025-12-11,35797.45,ATM Withdrawal
FB101631,2024-09-27,5064.945,Airtime/Data
FB101977,2024-06-25,4881.69,POS Purchase
FB100610,2024-12-20,4077.82,POS Purchase
FB101665,2024-12-29,1691.89,Airtime/Data
FB104908,2024-05-22,3520.14,POS Purchase
FB104253,2024-01-27,3239.98,Airtime/Data
FB105638,2025-02-06,4556.35,Airtime/Data
FB104863,2024-12-10,151697.52,Savings Deposit
FB100802,2025-12-03,7897.54,Bill Payment
FB100967,2024-01-23,495.13,Savings Deposit
FB102640,2024-07-24,17051.48,Loan Repayment
FB101415,2024-05-04,2972.44,Savings Deposit
FB100852,2025-07-13,5003.9,ATM Withdrawal
FB102278,2025-01-19,51821.79,POS Purchase
FB101247,2024-07-23,4379.65,POS Purchase
FB101174,2025-08-26,27986.84,Transfer
FB101813,2025-08-06,4881.69,POS Purchase
FB105818,2025-04-22,3198.54,Salary Credit
FB100896,2024-10-15,3821.27,Salary Credit
FB104344,2025-11-25,4631.79,Salary Credit
FB105601,2024-02-08,1906.3,Airtime/Data
FB103165,2025-01-22,4050.27,Savings Deposit
FB103931,2025-07-08,3389.45,Transfer
FB100351,2025-09-09,3150.75,Loan Repayment
FB105819,2025-12-29,5735.68,Transfer
FB100467,2025-02-22,1239.86,Salary Credit
FB103664,2024-09-21,1453.67,Bill Payment
FB101969,2025-04-19,1786.97,Loan Repayment
FB102469,2025-05-29,2205.11,Airtime/Data
FB103466,2025-10-18,51059.39,Transfer
FB101618,2025-10-05,1039.48,Loan Repayment
FB105023,2024-04-12,23665.3,ATM Withdrawal
FB102190,2024-08-02,2187.69,ATM Withdrawal
FB100882,2025-08-05,1908.19,Loan Repayment
FB103337,2025-02-06,603.57,Savings Deposit
FB104345,2024-04-24,434.52,Savings Deposit
FB103425,2024-06-23,2626.61,Salary Credit
FB102115,2025-04-19,2724.85,Airtime/Data
FB101856,2024-09-26,17443.67,Salary Credit
FB100813,2025-03-10,4820.03,Bill Payment
FB100898,2024-05-30,2873.74,POS Purchase
FB101108,2025-11-12,2241.58,Savings Deposit
FB105794,2024-04-09,1079.07,Airtime/Data
FB104741,2025-05-05,12352.62,Savings Deposit
FB102735,2024-07-19,3670.77,Other/Unclassified
FB101465,2024-01-29,3582.38,Loan Repayment
FB104414,2024-10-22,4968.98,Transfer
FB104590,2025-04-16,7888.68,Airtime/Data
FB105883,2025-09-10,5311.36,POS Purchase
FB103647,2025-10-24,2172.61,Loan Repayment
FB103957,2025-11-29,13204.06,POS Purchase
FB101570,2025-04-29,26964.37,Transfer
FB101400,2025-06-12,21311.04,Airtime/Data
FB104767,2024-06-24,2806.42,Airtime/Data
FB102888,2025-07-09,42472.14,Salary Credit
FB100713,2024-04-08,17382.93,Loan Repayment
FB103719,2024-03-30,2447.05,Loan Repayment
FB103672,2024-02-12,3248.19,Salary Credit
FB101003,2024-02-05,5064.945,Airtime/Data
FB105079,2025-02-20,34017.38,POS Purchase
FB101342,2024-06-12,1921.15,Loan Repayment
FB102877,2025-01-11,2564.48,POS Purchase
FB102904,2025-10-20,3661.47,Transfer
FB103956,2025-02-26,1564.0,Bill Payment
FB104928,2025-12-05,108337.88,Savings Deposit
FB104526,2024-11-12,5912.26,POS Purchase
FB102029,2024-01-19,554.0,Bill Payment
FB100884,2025-06-21,11848.39,Savings Deposit
FB102533,2024-09-21,3123.4,Transfer
FB101249,2024-10-02,5939.03,Airtime/Data
FB104013,2025-08-23,2654.32,Transfer
FB104720,2024-05-16,14289.27,Savings Deposit
FB105613,2025-04-07,886.18,Airtime/Data
FB103413,2025-08-15,19490.48,Bill Payment
FB105719,2025-12-08,5213.87,Salary Credit
FB100459,2024-08-05,1592.91,Savings Deposit
FB100875,2024-02-17,2322.87,ATM Withdrawal
FB102908,2025-03-25,9885.91,Bill Payment
FB104828,2024-01-10,975.25,POS Purchase
FB101449,2024-12-20,6552.33,ATM Withdrawal
FB100153,2024-11-25,63849.38,Savings Deposit
FB102649,2025-07-21,4789.01,Airtime/Data
FB105720,2024-03-29,15092.28,POS Purchase
FB104920,2024-07-30,11472.27,Savings Deposit
FB100758,2024-04-29,3015.64,Airtime/Data
FB104293,2025-09-02,2062.84,POS Purchase
FB105389,2024-08-17,1423.31,Airtime/Data
FB100997,2024-09-24,3826.9,Salary Credit
FB105635,2025-05-25,3636.59,ATM Withdrawal
FB105441,2024-06-23,5091.66,Transfer
FB103038,2025-02-01,11159.03,POS Purchase
FB102759,2025-01-27,257.52,Transfer
FB100193,2025-12-20,1631.29,Salary Credit
FB101067,2025-03-19,4384.03,POS Purchase
FB103667,2024-03-17,2872.9,POS Purchase
FB101529,2024-01-06,756.88,Savings Deposit
FB104267,2024-09-19,25903.33,ATM Withdrawal
FB105540,2024-05-13,9329.42,Salary Credit
FB100852,2025-01-22,20714.99,Savings Deposit
FB103446,2024-07-29,10869.83,Savings Deposit
FB105951,2025-05-07,1241.07,Salary Credit
FB100593,2024-07-04,2105.04,Salary Credit
FB100115,2025-01-10,3916.19,ATM Withdrawal
FB105692,2024-10-22,5032.209999999999,Salary Credit
FB100929,2024-02-06,6765.35,Savings Deposit
FB105744,2024-09-04,4926.1,Savings Deposit
FB104054,2024-10-09,57741.72,Bill Payment
FB101084,2024-09-27,2180.8,Salary Credit
FB103700,2025-05-09,3246.0,Transfer
FB104764,2025-12-25,1394.26,Bill Payment
FB102955,2025-01-20,10988.52,Transfer
FB101757,2025-04-13,561.27,Transfer
FB103849,2025-09-13,5447.83,Transfer
FB104912,2024-07-14,7285.38,Salary Credit
FB105208,2025-02-14,27942.86,Loan Repayment
FB104331,2025-10-13,3981.79,Salary Credit
FB104919,2024-10-13,14413.42,POS Purchase
FB101352,2024-09-04,2789.71,ATM Withdrawal
FB102204,2024-02-14,5955.1,Airtime/Data
FB103819,2025-05-02,1386.19,Bill Payment
FB102156,2025-10-27,266.05,Salary Credit
FB103305,2025-01-14,5044.39,Loan Repayment
FB101528,2024-05-27,5476.69,Loan Repayment
FB101025,2024-10-19,2494.14,POS Purchase
FB102042,2025-06-22,1025.57,ATM Withdrawal
FB100869,2025-06-04,775.29,Bill Payment
FB100753,2025-03-22,4460.49,Salary Credit
FB104223,2025-01-01,951.31,ATM Withdrawal
FB100062,2025-12-07,4339.11,ATM Withdrawal
FB101696,2024-12-28,5032.209999999999,Salary Credit
FB100204,2025-04-27,9904.59,POS Purchase
FB102287,2025-01-17,2960.92,Transfer
FB103881,2025-11-05,2034.05,Airtime/Data
FB103369,2024-01-08,2205.79,POS Purchase
FB104400,2024-12-04,24599.54,POS Purchase
FB105523,2024-11-02,2360.92,Transfer
FB101651,2025-03-24,470165.5041500111,Loan Repayment
FB102033,2024-09-20,4881.69,POS Purchase
FB103401,2025-11-02,1734.1,ATM Withdrawal
FB105718,2025-07-18,1286.22,POS Purchase
FB102423,2024-07-05,756.72,Transfer
FB101579,2025-11-03,13219.91,ATM Withdrawal
FB104775,2024-04-28,7274.25,Savings Deposit
FB103530,2025-12-27,3582.54,Airtime/Data
FB100606,2024-04-02,13198.87,ATM Withdrawal
FB100162,2025-06-06,5847.23,POS Purchase
FB101765,2025-09-16,6434.59,POS Purchase
FB101478,2024-02-29,4402.04,Loan Repayment
FB105525,2025-01-23,4006.65,Airtime/Data
FB104445,2024-03-09,465.08,ATM Withdrawal
FB104392,2025-04-30,4926.1,Savings Deposit
FB105807,2024-07-02,1992.15,Transfer
FB100313,2025-05-22,5212.32,Transfer
FB104743,2025-08-29,72136.79,POS Purchase
FB105798,2024-04-27,69198.61,POS Purchase
FB102376,2024-06-02,4928.97,ATM Withdrawal
FB105307,2024-04-25,4881.69,POS Purchase
FB102714,2025-08-23,6499.75,POS Purchase
FB105683,2025-03-02,7966.87,Loan Repayment
FB101787,2025-01-06,785.41,ATM Withdrawal
FB103769,2024-07-01,24293.88,Transfer
FB102363,2024-05-30,5972.57,Airtime/Data
FB105552,2024-06-02,770.71,Salary Credit
FB103329,2025-11-22,1566.71,POS Purchase
FB104698,2025-04-17,8371.71,Airtime/Data
FB102985,2024-03-04,2628.03,Loan Repayment
FB100182,2024-02-13,3231.45,POS Purchase
FB100057,2025-07-05,4241.36,Loan Repayment
FB102518,2025-08-11,836.24,ATM Withdrawal
FB105580,2025-08-24,27184.86,Savings Deposit
FB104205,2024-11-04,2472.14,Airtime/Data
FB101578,2025-04-24,2933.6,Loan Repayment
FB101688,2024-06-01,2663.76,Transfer
FB102796,2025-08-23,12014.73,Bill Payment
FB100021,2025-04-09,2732.26,ATM Withdrawal
FB101146,2024-08-18,35119.17,Salary Credit
FB104557,2024-11-05,3925.56,Salary Credit
FB100719,2024-08-01,22451.99,Salary Credit
FB105554,2024-12-25,3680.15,Airtime/Data
FB105868,2024-09-02,16279.31,Salary Credit
FB104014,2025-11-20,244.72,Transfer
FB100978,2025-03-17,9558.02,Airtime/Data
FB101184,2025-05-03,6819.58,Transfer
FB104895,2024-05-20,3765.59,Savings Deposit
FB103294,2025-11-21,7176.23,POS Purchase
FB101904,2024-05-15,2700.1,Salary Credit
FB105190,2025-06-06,20828.57,Salary Credit
FB104983,2025-09-28,1749.38,POS Purchase
FB104034,2025-12-26,10948.2,Transfer
FB101424,2025-09-19,47702.71,Savings Deposit
FB104768,2024-01-14,7800.62,ATM Withdrawal
FB101005,2024-05-15,5224.85,Airtime/Data
FB104995,2025-05-22,2941.71,Savings Deposit
FB105659,2024-12-26,311.36,Transfer
FB104080,2025-09-23,5689.47,Airtime/Data
FB102088,2025-01-27,14567.05,Airtime/Data
FB102403,2024-01-25,27852.05,Salary Credit
FB105392,2024-07-09,84721.19,POS Purchase
FB100389,2025-08-08,10125.21,Transfer
FB105546,2025-09-10,1326.48,ATM Withdrawal
FB103252,2024-12-21,1348.88,Bill Payment
FB100201,2024-08-15,3986.58,Savings Deposit
FB103363,2024-02-15,5705.29,POS Purchase
FB100821,2024-07-16,872.76,Salary Credit
FB100248,2025-11-24,377.58,Savings Deposit
FB105479,2024-07-16,5596.94,Loan Repayment
FB100281,2024-10-12,5064.945,Airtime/Data
FB101638,2025-09-28,21686.01,Savings Deposit
FB103480,2024-02-26,11598.35,Airtime/Data
FB100498,2025-08-25,4820.03,Bill Payment
FB103911,2025-04-10,6219.02,Bill Payment
FB100684,2025-04-24,8580.33,Loan Repayment
FB102598,2024-04-05,3963.89,Savings Deposit
FB104245,2024-02-15,12655.07,ATM Withdrawal
FB103957,2024-01-05,914.83,Salary Credit
FB103977,2024-09-29,7256.59,Salary Credit
FB102611,2025-09-13,12406.81,Other/Unclassified
FB102423,2024-09-17,19392.37,Other/Unclassified
FB103626,2024-09-22,11931.82,Airtime/Data
FB105610,2025-05-26,7925.82,Loan Repayment
FB100857,2024-02-03,7783.67,ATM Withdrawal
FB101624,2024-07-01,3222.36,Bill Payment
FB100290,2025-01-17,1774.02,Transfer
FB101220,2025-07-09,3895.6,Transfer
FB101107,2025-06-02,1719.53,ATM Withdrawal
FB100405,2024-02-29,1729.53,Airtime/Data
FB104955,2024-01-24,404.46,Salary Credit
FB102250,2025-03-08,4156.13,Transfer
FB105142,2025-12-01,3966.29,POS Purchase
FB101799,2025-05-15,51698.87,Bill Payment
FB104272,2025-03-06,8049.39,POS Purchase
FB102943,2024-03-25,3163.76,Bill Payment
FB101945,2025-02-01,6274.51,POS Purchase
FB104176,2025-01-01,1002.16,Transfer
FB100272,2024-09-29,5064.945,Airtime/Data
FB103092,2024-10-27,3762.91,Transfer
FB100018,2024-12-26,6836.65,POS Purchase
FB102264,2024-12-01,13448.66,Airtime/Data
FB104485,2025-12-17,593.17,Salary Credit
FB105424,2025-05-05,1444.17,Salary Credit
FB103703,2024-10-05,26755.85,Loan Repayment
FB100376,2025-11-13,5868.5,Airtime/Data
FB103808,2025-06-14,11908.51,POS Purchase
FB100415,2025-01-16,2399.5,ATM Withdrawal
FB102467,2024-02-15,3189.16,Salary Credit
FB101095,2025-07-27,16957.96,POS Purchase
FB101529,2025-10-28,5594.58,Bill Payment
FB103671,2024-12-26,2693.53,POS Purchase
FB100333,2025-05-19,2458.95,Salary Credit
FB101277,2025-11-26,6846.05,Transfer
FB101574,2024-09-29,4040.15,Bill Payment
FB104934,2025-07-31,7164.29,Loan Repayment
FB101365,2024-08-17,11471.32,ATM Withdrawal
FB100187,2025-02-22,2191.34,Savings Deposit
FB100915,2025-03-09,1226.31,POS Purchase
FB100262,2025-07-10,5693.66,Savings Deposit
FB105900,2025-08-02,31031.32,Bill Payment
FB104196,2025-10-21,27392.23,Airtime/Data
FB104720,2025-08-19,2964.99,Loan Repayment
FB100085,2025-10-27,12641.62,Salary Credit
FB104197,2025-01-04,76703.42,ATM Withdrawal
FB102281,2024-11-19,4980.65,Loan Repayment
FB103999,2025-05-08,3594.46,Loan Repayment
FB100611,2025-06-07,4459.15,Bill Payment
FB102829,2025-11-18,9282.92,ATM Withdrawal
FB103939,2025-05-02,5925.98,Salary Credit
FB105220,2025-08-28,24378.62,Loan Repayment
FB105732,2025-04-07,3573.91,Savings Deposit
FB103769,2024-06-23,23524.61,Savings Deposit
FB104472,2024-03-31,8694.3,Savings Deposit
FB100168,2025-09-23,12070.74,Savings Deposit
FB102291,2025-03-08,15132.81,Bill Payment
FB100389,2025-02-13,18967.68,Salary Credit
FB100201,2024-04-25,27649.53,POS Purchase
FB105778,2024-08-04,15073.73,Loan Repayment
FB100526,2025-12-25,5003.9,ATM Withdrawal
FB105418,2024-07-19,20598.04,Airtime/Data
FB100823,2024-05-04,16842.42,Loan Repayment
FB101364,2024-01-28,110439.79,Savings Deposit
FB104517,2025-10-31,14530.59,Bill Payment
FB104451,2024-10-16,46563.01,ATM Withdrawal
FB100587,2024-04-22,379.16,Savings Deposit
FB102244,2024-06-03,547.88,Bill Payment
FB101892,2025-01-24,1849.44,Bill Payment
FB102923,2025-05-08,54710.42,Loan Repayment
FB104661,2024-05-08,437.4,ATM Withdrawal
FB103483,2024-11-30,8672.8,Transfer
FB100303,2025-11-22,2737.35,POS Purchase
FB100486,2025-02-10,1014.52,Transfer
FB101524,2024-03-19,12705.42,Bill Payment
FB104691,2025-02-13,9028.87,Savings Deposit
FB102729,2025-11-26,2801.55,Savings Deposit
FB102603,2025-10-03,8675.73,Salary Credit
FB100104,2024-08-13,149178.26,Loan Repayment
FB105618,2024-02-14,489.31,POS Purchase
FB100718,2024-07-16,5064.945,Airtime/Data
FB105185,2024-12-14,2119.28,Airtime/Data
FB103625,2024-03-07,3116.84,Transfer
FB103538,2024-01-23,24649.32,Transfer
FB105502,2025-06-02,8509.67,Loan Repayment
FB100774,2024-06-11,2812.57,ATM Withdrawal
FB102071,2024-10-11,3704.98,Loan Repayment
FB102507,2024-12-10,5610.31,Transfer
FB102763,2025-03-25,1494.74,Salary Credit
FB101549,2025-02-24,7921.93,POS Purchase
FB102758,2025-12-06,1304.78,POS Purchase
FB104510,2025-03-28,2711.59,POS Purchase
FB104696,2024-10-05,27386.22,POS Purchase
FB105037,2025-05-26,3597.33,Salary Credit
FB105305,2024-08-13,361.91,ATM Withdrawal
FB103153,2024-02-16,1424.37,ATM Withdrawal
FB100340,2024-07-21,1201.39,Transfer
FB102998,2025-10-28,77139.43,Airtime/Data
FB105241,2025-06-12,2949.29,Bill Payment
FB104937,2024-04-22,11567.93,POS Purchase
FB101727,2024-06-04,2425.7,Savings Deposit
FB100040,2024-02-17,8144.17,Transfer
FB104657,2025-10-29,1609.57,POS Purchase
FB101496,2024-06-13,6510.25,ATM Withdrawal
FB102527,2024-02-23,582.45,Transfer
FB103745,2024-12-15,10709.44,Airtime/Data
FB100747,2024-06-05,2307.73,Savings Deposit
FB103296,2024-03-13,3609.05,Airtime/Data
FB105086,2025-03-23,28181.12,ATM Withdrawal
FB102674,2025-11-02,840.6,Savings Deposit
FB104080,2024-09-29,1199.5,Savings Deposit
FB102829,2024-11-16,1208.94,Bill Payment
FB105903,2024-04-05,874.93,Transfer
FB102907,2024-10-10,5097.61,Bill Payment
FB104743,2024-11-11,28467.93,ATM Withdrawal
FB102689,2024-06-25,65373.82,Bill Payment
FB104350,2025-03-15,2799.75,Transfer
FB105223,2025-04-16,7542.33,POS Purchase
FB101140,2024-10-12,553.06,Savings Deposit
FB101329,2024-01-12,68463.41,Loan Repayment
FB105995,2025-02-18,6569.26,Loan Repayment
FB101436,2024-09-01,307765.08,Bill Payment
FB103954,2024-03-28,8221.35,Transfer
FB103958,2025-08-24,29813.31,Bill Payment
