customer_id,age,gender,location,account_balance,recency_days,frequency,monetary_total,monetary_avg,share_ATM Withdrawal,share_Airtime/Data,share_Bill Payment,share_Loan Repayment,share_Other/Unclassified,share_POS Purchase,share_Salary Credit,share_Savings Deposit,share_Transfer,cross_sell_conversion
FB104836,24,Female,Rivers,6239.78,208,5,70841.15,14168.23,0.0,0.0070196488905106,0.0,0.1289403122337793,0.0,0.7660780492693865,0.0979619896063234,0.0,0.0,0
FB103221,20,Male,Edo,97919.56,181,5,128785.19,25757.038,0.0,0.0,0.0,0.0,0.0,0.7605619869800246,0.0152772224818707,0.1914715504166279,0.0326892401214767,0
FB100012,30,Female,Cross River,41028.2,31,7,128931.38,18418.76857142857,0.7815682264472775,0.0,0.0,0.0077203858362487,0.0,0.0220774802844738,0.0104242272129562,0.0,0.1782096802190436,1
FB101117,22,Female,Rivers,81132.63,53,6,35409.72,5901.62,0.1667488474915927,0.0097035503246001,0.0402556134304366,0.0,0.1326850367639168,0.1244836163629647,0.0,0.526123335626489,0.0,0
FB104424,31,Male,Abuja FCT,75810.62,22,3,472571.7541500111,157523.9180500037,0.0007562872661376,0.0,0.0,0.0,0.004335532079536,0.9949081806543264,0.0,0.0,0.0,0
FB104128,52,Female,Imo,46723.58,140,6,29695.800000000003,4949.3,0.0319132671960344,0.3729119942887546,0.2168943082860202,0.1198863138895062,0.0,0.0,0.2583941163396844,0.0,0.0,1
FB104860,33,Male,Rivers,47169.6,13,6,65429.09,10904.848333333332,0.0182272136140056,0.0287754269545854,0.0,0.3201207597415767,0.0067861252540727,0.0,0.6260904744357594,0.0,0.0,0
FB100642,27,Male,Enugu,8397.12,61,4,33263.2,8315.8,0.0,0.4750396834940715,0.1645966112701123,0.255776052815123,0.0,0.0,0.0,0.1045876524206931,0.0,0
FB103827,52,Male,Ogun,25164.59,53,3,103786.43,34595.47666666666,0.0,0.0392080159226981,0.910339627251848,0.0,0.0,0.0,0.0504523568254539,0.0,0.0,1
FB101513,40,Female,Anambra,59524.34,90,5,85902.54,17180.507999999998,0.0,0.0336086686144554,0.0324551520828138,0.0,0.0,0.0,0.0,0.8777710181794391,0.0561651611232915,0
FB101550,37,Male,Unknown,93070.38,81,6,54224.12,9037.353333333334,0.0,0.3627809911898985,0.0,0.0285214402741805,0.0,0.075758536975796,0.45766570301187,0.0752733285482549,0.0,0
FB102754,35,Male,Cross River,31072.13,15,5,40035.57,8007.114,0.2132628560052972,0.5893354334657904,0.0,0.0,0.0,0.1437266910399926,0.0,0.0536750194889194,0.0,0
FB101350,43,Male,Cross River,120581.18,14,12,65535.71000000001,5461.309166666667,0.0172620392759916,0.142085589673172,0.010386398499383,0.1771978971464565,0.0,0.0,0.4671199869506258,0.0989011944785522,0.0870468939758186,1
FB104558,58,Male,Delta,80996.45,33,5,29181.68,5836.336,0.5286923165492871,0.2423630167968396,0.0,0.0,0.0,0.0,0.1122536468085456,0.0,0.1166910198453276,1
FB105567,40,Male,Oyo,8287.22,159,6,27561.55,4593.591666666666,0.0,0.0723097938976581,0.5298178077793158,0.0,0.0,0.0543463629585418,0.267216829242187,0.0763092061222971,0.0,0
FB102072,18,Male,Rivers,2010.62,107,7,45064.87,6437.838571428571,0.0,0.0165399345432484,0.0,0.4360913500915458,0.0,0.0837219767859088,0.0,0.0,0.4636467385792969,1
FB103443,18,Female,Rivers,264641.64,47,4,11997.160000000002,2999.2900000000004,0.0,0.5195954709281196,0.0,0.4303493493460119,0.0,0.0,0.0500551797258684,0.0,0.0,1
FB104334,43,Male,Plateau,87415.1,115,5,20170.79,4034.158,0.0910058554969835,0.0,0.200956432544288,0.0,0.0,0.7080377119587284,0.0,0.0,0.0,0
FB102330,57,Male,Abuja FCT,26594.51,18,4,32962.13,8240.5325,0.0,0.7082530770918021,0.0,0.0,0.0,0.0,0.0,0.1770088886852882,0.1147380342229097,0
FB100653,38,Male,Imo,35953.05,162,6,34097.43,5682.905,0.0,0.0,0.1013589587250417,0.5990477874725455,0.0,0.1502664570320989,0.0,0.0,0.1493267967703137,0
FB100429,30,Male,Enugu,72854.89,68,3,6683.45,2227.8166666666666,0.0745558057590017,0.0,0.9254441942409984,0.0,0.0,0.0,0.0,0.0,0.0,0
FB101634,41,Male,Kaduna,73949.56,9,9,247305.9,27478.43333333333,0.548022550210084,0.0302762691872696,0.1151817243341141,0.0,0.0,0.0341961918417635,0.0403718229124335,0.0,0.231951441514335,0
FB105780,40,Male,Ogun,10329.54,128,9,99998.33,11110.925555555554,0.0375832276399015,0.0,0.0,0.3108656914570473,0.0,0.1385164132241008,0.118785183712568,0.0,0.3942494839663823,0
FB102589,36,Female,Edo,36948.03,174,4,22045.0,5511.25,0.111667498298934,0.0,0.0,0.0843211612610569,0.0,0.8040113404400091,0.0,0.0,0.0,0
FB102932,30,Female,Anambra,18773.4,246,6,28558.79,4759.798333333333,0.1099675441431517,0.3282695100177563,0.0,0.0,0.0,0.1332643995071219,0.0,0.4284985463319699,0.0,0
FB102414,50,Male,Plateau,11433.63,16,8,106623.81,13327.97625,0.0450313114866182,0.0,0.0,0.0,0.0,0.0357498948874552,0.0275332498435386,0.0,0.8916855437823878,0
FB102617,42,Male,Anambra,353291.45,228,7,132893.99,18984.85571428572,0.4642398802233269,0.0185638944244205,0.0,0.0,0.0,0.0503873049488543,0.0,0.4633785169667944,0.0034304034366038,0
FB102272,42,Male,Imo,69061.01,20,8,89187.95,11148.49375,0.0033567314867086,0.6679257679989281,0.1080870229666675,0.0,0.0395572496060286,0.0,0.0,0.0,0.181073227941667,1
FB100838,53,Female,Abuja FCT,193580.29,6,6,24620.17,4103.361666666667,0.0829864294194556,0.4483153446950204,0.1081475066987758,0.0,0.0,0.0,0.0531649456522842,0.2426648556853994,0.0647209178490644,0
FB101087,27,Female,Lagos,361671.85,36,8,47951.73,5993.96625,0.0,0.3047819129779051,0.0958271995608917,0.1965430652866956,0.0,0.0,0.0,0.0,0.4028478221745076,0
FB102456,48,Male,Abuja FCT,43207.6,72,11,92267.5,8387.954545454546,0.1213848863359254,0.0077948356680304,0.101994635164061,0.3531630314032568,0.0,0.3719226163058498,0.0,0.0437399951228764,0.0,0
FB101964,22,Male,Ogun,43891.67,6,10,103784.27,10378.427,0.0811960232509223,0.0,0.0,0.1350744192737493,0.0,0.0,0.0745039686650009,0.3721502304732692,0.3370753583370582,1
FB102995,44,Male,Enugu,50869.99,3,11,164124.29,14920.39,0.0,0.2352545135153364,0.0820273464701659,0.3218803871139366,0.0,0.0104643864719841,0.0114561348597456,0.1137220456521091,0.225195185916722,0
FB105108,49,Male,Abuja FCT,1782.07,187,4,16256.740000000002,4064.185,0.0,0.0,0.0,0.1613527681441666,0.0,0.0199750995587061,0.8186721322971273,0.0,0.0,1
FB104213,37,Unspecified,Unknown,36236.485,177,5,42450.79,8490.158,0.0,0.0,0.2533648961538761,0.1450660871093329,0.0,0.0,0.0,0.5673689464907484,0.0342000702460425,0
FB100856,18,Male,Kano,92241.36,1,5,512797.1941500111,102559.43883000224,0.0,0.0,0.0356570593766763,0.0,0.0008552113876654,0.000813869507792,0.0,0.9168644242083572,0.0458094355195088,1
FB105961,39,Female,Kaduna,18529.84,264,7,491901.7,70271.67142857143,0.0472701761347846,0.0,0.0691284661142663,0.840350826191493,0.0,0.0354894890584846,0.0,0.0,0.0077610425009712,1
FB103133,38,Male,Cross River,105413.59,62,4,10111.68,2527.92,0.1688987388841419,0.0,0.0,0.5589506392607361,0.0,0.0,0.0,0.272150621855122,0.0,1
FB101743,57,Male,Kaduna,75464.67,58,8,43288.64,5411.08,0.0,0.0,0.3693105165697051,0.568180705145738,0.0,0.0,0.0,0.0625087782845568,0.0,1
FB103154,37,Unspecified,Unknown,37483.39,183,6,75073.12,12512.186666666666,0.0,0.4010097089344362,0.0,0.0118758884671371,0.1372639101718431,0.032186886598026,0.0,0.0,0.4176636058285575,1
FB101837,37,Unspecified,Unknown,39346.47,8,8,126924.12,15865.515,0.4065076047011395,0.014344318479419,0.2380473467139264,0.2046134336011153,0.0,0.1364872965043996,0.0,0.0,0.0,0
FB102053,34,Female,Imo,161496.98,147,8,77090.53,9636.31625,0.0469501247429483,0.0,0.1621061627154463,0.032597518787327,0.0,0.0,0.3795261233772812,0.0121800952724024,0.3666399751045945,1
FB100693,54,Male,Ogun,202331.42,56,6,41918.68,6986.446666666667,0.0027047607415118,0.0,0.234682485230928,0.0,0.0,0.0058451268026569,0.6964837633246085,0.0602838639002945,0.0,1
FB103305,46,Female,Kwara,104689.4,69,9,48662.5,5406.944444444444,0.2336090418700231,0.0,0.0,0.103660724377087,0.4370659131774981,0.0,0.0834757770357051,0.0629211405086051,0.0792674030310814,1
FB102742,18,Female,Oyo,82426.8,187,5,22452.97,4490.594,0.0,0.0170569862249849,0.1365930654162901,0.5380112296947798,0.0,0.0,0.0,0.0815687189712541,0.2267699996926909,0
FB100188,49,Female,Kaduna,44430.27,81,12,107808.24,8984.019999999999,0.003635807429933,0.5463456225609471,0.062313696986427,0.1258183975547694,0.0,0.0924682566007941,0.1261029769153081,0.0433152419518211,0.0,1
FB100287,48,Male,Cross River,3189.92,80,7,160071.80000000002,22867.4,0.5946448406277683,0.0179072141376557,0.0,0.14220462317535,0.0,0.0,0.1879559672596922,0.0287724633570685,0.0285148914424651,0
FB105412,23,Female,Anambra,26738.47,39,7,80950.2,11564.314285714285,0.1860086818809589,0.1014053084488982,0.1527215497923414,0.131612892864996,0.0,0.0,0.2442843871911372,0.1839671798216681,0.0,0
FB101881,27,Female,Oyo,89824.04,13,3,9999.41,3333.1366666666668,0.0,0.0,0.0,0.0,0.0,0.7055016245958512,0.0,0.2944983754041488,0.0,0
FB102818,65,Female,Anambra,11983.63,155,3,26373.04,8791.013333333334,0.0437219220840676,0.0,0.0,0.0,0.0,0.0102362109184227,0.9460418669975096,0.0,0.0,0
FB102681,38,Male,Anambra,13091.15,10,5,14294.36,2858.8720000000003,0.0,0.0,0.0459048184039019,0.0,0.3510328549162047,0.196162682344645,0.0,0.0,0.4068996443352483,0
FB103786,29,Male,Enugu,185742.82,42,8,39802.0,4975.25,0.0,0.0279744736445404,0.1757650369328174,0.2140806994623385,0.0,0.1270596954926888,0.2328666901160745,0.1068657353901814,0.1153876689613587,1
FB103131,35,Female,Imo,50976.56,333,7,78860.94,11265.848571428573,0.0809328420381496,0.0,0.3833215784645731,0.1895397138304463,0.0,0.2403553647724716,0.0698054068338521,0.036045094060507,0.0,0
FB103412,47,Female,Oyo,18821.84,88,6,126232.73,21038.78833333333,0.0,0.0,0.4296266903203313,0.0146621244743736,0.0,0.0,0.0,0.4210915029723274,0.1346196822329676,1
FB102399,18,Male,Edo,81887.25,41,4,40868.37,10217.0925,0.0,0.1161798231737649,0.7407689614242018,0.0,0.0,0.022515456329675,0.0,0.1205357590723584,0.0,0
FB102619,40,Male,Abuja FCT,91273.3,5,10,68966.22,6896.622,0.3622912782518746,0.0646504912114945,0.0,0.0,0.0123789588584092,0.3114179666509198,0.1000133108643622,0.0,0.1492479941629394,0
FB103817,62,Female,Rivers,22935.44,91,9,81357.78,9039.753333333334,0.1808340886390951,0.0,0.0,0.0071688288446415,0.0,0.3015655048601375,0.0,0.5104315776561259,0.0,0
FB102526,42,Female,Anambra,26945.01,3,4,72163.8,18040.95,0.0707081666985385,0.0,0.0363863876347975,0.0,0.0,0.0209279444818593,0.0,0.0,0.8719775011848045,0
FB103065,41,Male,Oyo,19887.6,57,6,41785.05,6964.175,0.0,0.0,0.0,0.0,0.0,0.1729831602451115,0.5430109572682095,0.2840058824866788,0.0,0
FB100210,64,Male,Kwara,250415.03,25,12,172539.08000000002,14378.256666666668,0.0872309623999386,0.2315878234658489,0.1658205781553952,0.2430640640949285,0.0,0.1586896719282379,0.1136068999556506,0.0,0.0,0
FB101520,45,Male,Edo,43160.04,167,8,53867.89,6733.48625,0.3363469406356922,0.0,0.35283691267655,0.0984025919708383,0.0,0.0261361638631102,0.0709431908322379,0.0,0.1153342000215713,0
FB101406,60,Male,Abuja FCT,25505.08,136,1,72629.51,72629.51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
FB104663,27,Male,Oyo,118418.8,170,7,78148.32,11164.045714285716,0.6088510923843277,0.1578713400364844,0.0,0.0,0.0,0.0121517647468301,0.0,0.2187920354525855,0.0023337673797722,0
FB101400,40,Male,Kaduna,702455.29,57,5,35447.71,7089.542,0.0,0.641168075455368,0.0,0.3075211346515755,0.0,0.0513107898930565,0.0,0.0,0.0,0
FB100073,21,Female,Kano,8497.25,46,10,49923.36,4992.336,0.0,0.0,0.1141365485015431,0.2765164444059855,0.0,0.0188090304819226,0.3429272388717426,0.0,0.247610737738806,0
FB102582,48,Female,Rivers,105977.75,12,6,52198.4,8699.733333333334,0.1550064752942619,0.0430566837297694,0.0057980704389406,0.0187448274276606,0.0,0.0,0.7773939431093674,0.0,0.0,0
FB104323,18,Female,Lagos,28491.97,326,3,5162.51,1720.8366666666668,0.0,0.0,0.1800190217549215,0.0,0.0,0.4981956451416074,0.0,0.0,0.3217853331034709,0
FB102673,34,Female,Abuja FCT,3224.82,5,8,167563.80000000002,20945.475,0.041070207288209,0.0403984034737813,0.6771031690615753,0.0,0.0,0.1002923662509444,0.0449181744505674,0.0,0.0962176794749223,0
FB105039,42,Male,Anambra,11570.66,48,9,215881.45,23986.82777777778,0.0241053596777305,0.1870240819672093,0.0,0.0966638865914602,0.0,0.0124871312472655,0.4995396315894673,0.0278290700752658,0.1523508388516012,1
FB103218,20,Male,Edo,26654.67,83,3,11861.16,3953.72,0.0,0.0,0.1291804511531755,0.3266560774831467,0.0,0.0,0.0,0.0,0.5441634713636777,0
FB103403,26,Female,Ogun,78016.98,275,8,75811.6,9476.45,0.3015980404054261,0.050594368144189,0.2766180901075825,0.1221983179355138,0.0,0.0453292108331706,0.0,0.0,0.2036619725741179,0
FB100762,33,Male,Kaduna,120285.51,65,7,86121.13,12303.018571428573,0.0927375198165653,0.0,0.2466169452258697,0.0,0.0,0.521235380910585,0.079794354765201,0.0381172425396647,0.0214985567421142,0
FB105745,27,Female,Rivers,44290.03,56,11,101723.62,9247.601818181818,0.0491911318138304,0.4569268179799343,0.0041157599385472,0.2933755208475672,0.0,0.1590703319445375,0.0,0.0203686223514263,0.016951815124157,0
FB101231,44,Female,Abuja FCT,9307.46,175,2,30604.78,15302.39,0.0,0.0,0.0,0.0,0.0,0.8147639028936002,0.0,0.1852360971063997,0.0,0
FB103789,30,Male,Kaduna,7541.72,280,2,15656.95,7828.474999999999,0.0,0.0,0.6519283768550068,0.3480716231449931,0.0,0.0,0.0,0.0,0.0,0
FB101652,37,Unspecified,Unknown,36236.485,19,6,51664.52,8610.753333333332,0.0,0.0369872786972568,0.1062917065715504,0.1271319272878176,0.0,0.008258278602027,0.7213308088413479,0.0,0.0,1
FB105954,29,Male,Kano,34250.84,226,4,5435.92,1358.98,0.5488896083827577,0.0,0.0,0.0,0.0,0.0,0.2562841248583496,0.1948262667588927,0.0,0
FB103670,30,Female,Imo,57133.64,225,5,66199.93,13239.986,0.0,0.0,0.0,0.0,0.0,0.0,0.8508005975232904,0.0241266116142418,0.1250727908624676,0
FB100113,38,Male,Abuja FCT,11097.56,190,2,13705.86,6852.93,0.0,0.5744207222312208,0.0,0.0,0.0,0.0,0.0,0.0,0.4255792777687792,0
FB105158,53,Female,Edo,5793.05,230,3,27711.98,9237.326666666666,0.0,0.6175552955797456,0.0698481306640665,0.3125965737561877,0.0,0.0,0.0,0.0,0.0,0
FB102195,44,Male,Rivers,89493.19,236,3,32903.72,10967.906666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.8410389463562173,0.0,0.1589610536437825,0
FB102688,71,Male,Cross River,3058.33,163,6,45064.52,7510.753333333333,0.0272802195607542,0.0740185405281139,0.0989556751076012,0.1295143052672035,0.0,0.0,0.0,0.6205871048887239,0.049644154647603,0
FB103286,65,Female,Kwara,21660.79,287,3,17002.7,5667.566666666667,0.8636828268451481,0.0,0.0,0.1363171731548519,0.0,0.0,0.0,0.0,0.0,0
FB101393,27,Male,Edo,8727.83,115,4,17811.86,4452.965,0.0,0.0,0.6267666599670108,0.0,0.0,0.0,0.0,0.3732333400329892,0.0,0
FB103033,27,Male,Ogun,121411.66,129,11,124344.81,11304.073636363635,0.0603604605612409,0.0,0.2079085568589473,0.5531577071853662,0.0,0.0157987293558935,0.01035234200768,0.021536564332681,0.1308856396981908,0
FB104333,25,Male,Ogun,17061.75,297,5,52552.27,10510.454000000002,0.0283801251591986,0.0,0.0617598440562129,0.7143860769477702,0.0,0.0,0.0,0.195473953836818,0.0,0
FB104428,40,Male,Oyo,42018.17,56,6,499477.9791500111,83246.32985833519,0.9463659738401516,0.0124938741255813,0.0409399430076947,0.0,0.0,0.0,0.0002002090265724,0.0,0.0,1
FB105182,25,Female,Abuja FCT,73893.3,252,6,18912.98,3152.1633333333334,0.1974083407268447,0.0,0.3884845222698908,0.0,0.0,0.2347879604377522,0.0599931898622004,0.104497546129695,0.0148284405736166,0
FB102306,56,Female,Kwara,20668.96,4,7,88429.87000000001,12632.838571428572,0.0,0.0802014070584973,0.0,0.0,0.0,0.7685698282718272,0.0660867193404219,0.0851420453292535,0.0,1
FB104253,51,Male,Enugu,14443.59,166,6,32402.91,5400.485,0.0,0.0999904020966018,0.374140779331239,0.0,0.0,0.1506559133114896,0.0,0.1293593692665257,0.2458535359941437,0
FB104398,31,Female,Imo,97481.84,139,4,28614.58,7153.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0108186106523317,0.9891813893476682,0.0,0
FB102503,51,Female,Kwara,62103.17,128,5,31671.21,6334.242,0.0,0.0165715171602221,0.0,0.0174833863309927,0.0,0.0,0.0,0.8469827960472618,0.1189623004615232,1
FB101755,53,Female,Rivers,13843.19,194,7,139516.02000000002,19930.860000000004,0.0,0.0,0.0,0.1484952767431295,0.0,0.0,0.0823068920687387,0.7625752225443359,0.0066226086437958,0
FB104382,37,Female,Enugu,22011.3,114,4,68639.71,17159.9275,0.0,0.0,0.0519496658712573,0.926031738770458,0.0,0.0,0.0,0.0220185953582845,0.0,1
FB100252,29,Female,Abuja FCT,21251.06,291,6,35967.81,5994.634999999999,0.0,0.1673877280824159,0.3659030116095475,0.0,0.0,0.0,0.0,0.1276941798791753,0.3390150804288612,0
FB100350,31,Male,Delta,115140.7,67,6,63195.1,10532.516666666666,0.1677457587692716,0.0,0.0,0.0,0.0,0.4716209009875766,0.2665784214282437,0.0940549188149081,0.0,1
FB102836,29,Male,Cross River,811600.62,27,8,521053.9741500111,65131.746768751385,0.0101811141708569,0.0,0.0,0.9100066743056834,0.0,0.0394883275452694,0.0159045519488047,0.0138949520763382,0.0105243799530472,1
FB103264,37,Unspecified,Unknown,36236.485,21,5,104224.26,20844.852,0.0,0.0,0.0317697626253235,0.2090035467750022,0.714486435307864,0.0,0.0,0.0,0.0447402552918101,0
FB100457,36,Male,Anambra,49361.38,75,5,13353.73,2670.746,0.5834392338320454,0.0309486562930357,0.0,0.2506348413514426,0.0,0.0,0.0854248213794947,0.0495524471439814,0.0,0
FB105522,37,Male,Enugu,93466.25,171,6,90060.23,15010.038333333332,0.0100748132666327,0.0,0.2247025129738176,0.0,0.0,0.0122015011509519,0.7139070153385128,0.0,0.0391141572700846,0
FB100479,45,Female,Kwara,59425.54,4,8,99779.67,12472.45875,0.3587649668514637,0.0,0.0224121807578638,0.0590459960430817,0.0,0.1492687839115924,0.1029797953831677,0.0,0.3075282770528305,0
FB101114,18,Female,Anambra,110003.24,24,6,58924.91,9820.818333333336,0.0318108249974416,0.0,0.0,0.3998397282235985,0.0220770808135303,0.0686283610785319,0.0,0.4776440048868975,0.0,0
FB100798,46,Male,Rivers,349145.85,27,10,198573.22,19857.322,0.3243994834751635,0.0174235982072507,0.150197292464714,0.0,0.0,0.0191691508049272,0.011982129312301,0.028078257481044,0.4487500882545995,1
FB104280,32,Male,Kaduna,79265.59,155,12,284973.13,23747.760833333334,0.0142011985480876,0.2419099653360301,0.0147083691715075,0.0,0.0,0.0,0.6480308160983458,0.0721643826560069,0.0089852681900219,1
FB101864,22,Female,Kano,2841.94,192,5,103317.1,20663.42,0.2423893043842694,0.0046014648107622,0.0,0.0,0.0,0.080491999872238,0.0,0.2736951579167437,0.3988220730159867,0
FB102955,44,Female,Anambra,33012.08,82,5,51599.98,10319.996,0.2925588343251296,0.0,0.0,0.0,0.0,0.0650502190117128,0.0,0.4294350501686241,0.2129558964945335,0
FB100026,29,Female,Kano,71171.23,54,5,32139.09,6427.818,0.460445208622895,0.0,0.0595446230742687,0.4330769788441428,0.0,0.0469331894586934,0.0,0.0,0.0,1
FB103162,31,Female,Imo,7677.13,146,6,252161.86,42026.97666666667,0.0,0.0,0.0,0.0348089516788938,0.0,0.0184273307628679,0.0559122224114305,0.8882218746324285,0.0026296205143791,1
FB103315,18,Female,Kwara,60050.09,85,11,52702.12,4791.101818181818,0.0752020981319157,0.1219662510730118,0.0,0.2496470730209714,0.0,0.1087106173337998,0.0,0.3624207147644155,0.0820532456758855,1
FB103365,59,Female,Kaduna,13735.57,22,8,29516.19,3689.52375,0.3795781230572103,0.0,0.0,0.2742840454679279,0.0,0.0,0.1296190328087737,0.1562376444927343,0.0602811541733536,0
FB103942,37,Unspecified,Unknown,36236.485,138,2,12457.52,6228.76,0.0,0.8380006614478643,0.0,0.1619993385521355,0.0,0.0,0.0,0.0,0.0,0
FB101287,72,Female,Ogun,10687.57,23,6,11596.63,1932.7716666666668,0.0,0.0,0.0,0.2307860128330385,0.0,0.2586932583000406,0.4929699404051004,0.0,0.0175507884618203,0
FB101281,25,Male,Cross River,48094.45,115,5,112433.77,22486.754,0.0,0.0,0.0136031194186586,0.6797266515211577,0.0,0.23878510878004,0.0,0.0678851202801436,0.0,0
FB101978,36,Female,Plateau,27904.63,222,4,42860.26,10715.065,0.5685497474816998,0.0,0.0,0.20227828762588,0.0708766115744514,0.0,0.1582953533179686,0.0,0.0,0
FB102694,20,Male,Enugu,3308.45,268,5,52533.490000000005,10506.698,0.0,0.0,0.0,0.9292929139107262,0.0,0.018484970254213,0.0,0.0,0.0522221158350606,0
FB104457,36,Female,Cross River,58508.0,13,8,35261.270000000004,4407.6587500000005,0.029091975416654,0.3850530624676876,0.0789461071594982,0.0,0.0,0.0,0.0347089029975381,0.0632518340944611,0.4089481178641609,0
FB105184,20,Female,Kwara,253041.42,68,4,17562.239999999998,4390.56,0.0,0.0,0.4831035221019642,0.0,0.0,0.3322508973798331,0.0,0.1846455805182027,0.0,0
FB103691,33,Male,Abuja FCT,15129.66,2,5,41816.05,8363.210000000001,0.0,0.3611651507017042,0.0,0.0,0.0163033093752279,0.0,0.2945811476693757,0.327950392253692,0.0,0
FB104782,44,Female,Cross River,40689.29,81,8,27908.88,3488.61,0.0988857309931462,0.0,0.2483034073742837,0.0,0.0,0.1378751135839202,0.0471509426390453,0.4677848054096044,0.0,0
FB102083,37,Unspecified,Unknown,27694.2,583,3,89209.82,29736.60666666667,0.0,0.0,0.5240399543458332,0.0,0.0,0.0,0.4759600456541667,0.0,0.0,0
FB105472,49,Female,Rivers,137472.99,29,6,482084.7841500112,80347.46402500186,0.0020443706841685,0.0,0.9942478997654132,0.0,0.0018538647752091,0.0,0.0018538647752091,0.0,0.0,1
FB105885,18,Male,Abuja FCT,80808.28,378,4,81982.78,20495.695,0.3902728109488358,0.3022859190673944,0.0,0.0,0.0,0.0,0.0,0.0,0.3074412699837697,0
FB105007,48,Male,Kaduna,38013.48,47,6,34327.8,5721.3,0.422387394473284,0.0,0.0,0.0,0.0,0.5247455415144576,0.0528670640122582,0.0,0.0,1
FB100607,34,Female,Abuja FCT,143274.3,17,9,182028.54,20225.393333333333,0.4510261412853171,0.0808845140437867,0.0,0.0,0.0,0.1291511210275047,0.2932255568275172,0.045712666815874,0.0,1
FB103599,61,Female,Kwara,7135.83,6,8,80527.4,10065.925,0.2637307301614109,0.0,0.3614317611148503,0.0,0.0,0.0796551235976822,0.0199940641322084,0.2751883209938481,0.0,1
FB104631,45,Male,Oyo,15629.05,78,10,103100.1,10310.01,0.0,0.6682896524833631,0.0,0.0919972919521901,0.0,0.0491472850171823,0.0,0.0757616141982403,0.1148041563490239,1
FB104113,32,Female,Enugu,402038.72,20,6,31733.37,5288.895,0.0259323229773579,0.0,0.1456205250183009,0.5662313835561745,0.0,0.1614080067764628,0.1008077616717039,0.0,0.0,0
FB102291,37,Male,Ogun,86025.85,136,5,29053.3,5810.66,0.0,0.0619626686125156,0.520863722881738,0.0,0.0,0.3762150943266342,0.0,0.0409585141791121,0.0,0
FB104774,29,Male,Edo,3793.96,145,8,67053.95,8381.74375,0.0544387019705774,0.0,0.7937951455507095,0.0,0.0,0.0,0.0,0.0290470583761284,0.1227190941025845,0
FB104923,41,Female,Plateau,47860.52,72,5,26292.31,5258.462,0.0,0.0743662310386573,0.0,0.5224565661974927,0.0,0.0,0.2635797311076889,0.0,0.139597471656161,0
FB105983,39,Male,Delta,198491.57,56,7,59049.24999999999,8435.607142857141,0.7105368823482093,0.0118152220392299,0.1547523465581696,0.0,0.0,0.0,0.0,0.0,0.122895549054391,1
FB104898,37,Female,Delta,54879.53,101,7,166810.05,23830.007142857143,0.0,0.1725411628376108,0.10817231935366,0.0265813720456291,0.0,0.6927051457631,0.0,0.0,0.0,0
FB100203,24,Male,Lagos,31050.88,188,4,42505.98,10626.495,0.8418714260911052,0.0,0.0,0.1163923287970304,0.0,0.0,0.0,0.0,0.0417362451118642,0
FB100339,50,Female,Kaduna,147076.86,48,6,34878.7,5813.116666666666,0.0,0.0,0.0636084487093842,0.339682958367141,0.0,0.0345594875955812,0.0,0.4839781872604197,0.0781709180674738,1
FB102107,38,Female,Imo,67115.48,136,7,94201.52,13457.36,0.0346671688524771,0.0529533918348663,0.0197825894953712,0.0,0.8078591513173037,0.0459986208290482,0.0387390776709335,0.0,0.0,1
FB100837,58,Female,Kaduna,25474.86,70,4,54304.83,13576.2075,0.0,0.0,0.0194934778361335,0.0,0.0,0.0,0.0470737133326814,0.8862467666319921,0.0471860421991929,0
FB104418,30,Male,Kano,8228.72,15,5,37540.030000000006,7508.006000000001,0.1089690125447422,0.0,0.0,0.4432865397283913,0.0,0.4477444477268665,0.0,0.0,0.0,0
FB100387,46,Female,Cross River,6455.92,52,4,46041.14,11510.285,0.0686709755666345,0.0,0.0165184875960934,0.3126586352987784,0.0,0.0,0.6021519015384936,0.0,0.0,0
FB101471,46,Female,Rivers,29449.92,32,6,125441.18,20906.86333333333,0.5111351790536409,0.2912744443252208,0.0,0.0799001571892101,0.0,0.0,0.0,0.1176902194319281,0.0,1
FB105588,41,Female,Lagos,101393.6,193,3,81432.54000000001,27144.180000000004,0.0435438953519072,0.0,0.0,0.0,0.0,0.0,0.9564561046480928,0.0,0.0,0
FB102650,35,Male,Edo,25746.78,134,8,88922.31,11115.28875,0.0228916680189707,0.0633216793400891,0.0,0.592704350572989,0.0,0.1182572742431005,0.0,0.0,0.2028250278248506,0
FB102602,68,Male,Kwara,90215.79,19,8,48804.27,6100.53375,0.0854384257770887,0.0853093387115512,0.1271101893338431,0.0,0.0,0.6030498970684327,0.012988002894009,0.0,0.086104146215075,1
FB103296,57,Male,Ogun,18315.5,48,10,95819.22,9581.922,0.0495750226311589,0.0847683794545603,0.2482904786743202,0.1064505638847822,0.0,0.0,0.2217680335949301,0.0,0.2891475217602481,1
FB103528,34,Male,Anambra,35237.89,176,5,29927.39,5985.478,0.0303116977457773,0.0,0.0202232804130263,0.0495773269904258,0.0,0.0,0.5945456653587232,0.3053420294920472,0.0,0
