age,account_balance,recency_days,frequency,monetary_total,monetary_avg,share_ATM Withdrawal,share_Airtime/Data,share_Bill Payment,share_Loan Repayment,share_Other/Unclassified,share_POS Purchase,share_Salary Credit,share_Savings Deposit,share_Transfer,location,customer_id,gender,actual_conversion,predicted_probability,predicted_label
35,22707.05,102,4,30830.0,7707.5,0.1366493674991891,0.0,0.0,0.1105900097307817,0.0,0.0,0.0816925072980862,0.6710681154719429,0.0,Ogun,FB100316,Male,0,0.1856371733736743,0
41,48395.44,118,10,56203.82,5620.382,0.3183354796880354,0.1122542916122071,0.0,0.0,0.0,0.1368691665441957,0.0,0.3570381870840807,0.0755028750714809,Cross River,FB100048,Male,0,0.403252686733673,0
23,58475.92,128,3,18728.0,6242.666666666667,0.0,0.0,0.6416360529688168,0.3583639470311833,0.0,0.0,0.0,0.0,0.0,Rivers,FB105287,Male,0,0.14944216554299686,0
42,299235.17,32,4,8921.16,2230.29,0.0,0.068869967582691,0.3515204300785997,0.0,0.0,0.0,0.0,0.5796096023387093,0.0,Kwara,FB103775,Female,0,0.2912913739567006,0
44,3667.39,50,4,26635.21,6658.8025,0.068353506505111,0.0,0.0,0.0,0.0,0.0,0.2870523641450546,0.0,0.6445941293498344,Ogun,FB105349,Male,0,0.1843500334780407,0
54,42137.52,78,9,106047.12,11783.013333333332,0.1959274330127965,0.0,0.6879455095055859,0.01595102252659,0.0,0.0,0.0195570610498427,0.0087311187705993,0.0718878551345854,Ogun,FB104829,Male,1,0.40402500255517626,0
39,66014.38,62,4,48976.5,12244.125,0.0581942360111482,0.0,0.0200900431839759,0.1506655232611558,0.0,0.0,0.0,0.0,0.7710501975437198,Edo,FB100601,Male,0,0.21547575111831013,0
45,11829.71,30,10,131828.31,13182.831,0.3300301733368196,0.0,0.0073552486563773,0.0,0.3761548638528401,0.0274938668333076,0.2004441231174093,0.0585217242032458,0.0,Kano,FB101215,Female,1,0.513682973087241,1
26,67027.04,171,9,117835.31,13092.812222222225,0.0017284292798143,0.0,0.1804798578626389,0.0187295302231563,0.0,0.7658156116362744,0.0223810672709224,0.0108655037271934,0.0,Enugu,FB103411,Female,0,0.39556642122047203,0
27,362806.9,86,8,41397.17,5174.64625,0.0976989489861263,0.2068235582287388,0.0,0.5011762881375708,0.0,0.137033280294281,0.0,0.0351166516938235,0.0221512726594595,Oyo,FB100161,Female,0,0.4806134373644352,0
18,82967.93,137,3,67826.55,22608.85,0.0,0.0,0.0,0.0,0.0,0.0,0.6259920340928441,0.2375925061793648,0.1364154597277909,Kwara,FB101996,Female,1,0.2077868306278326,0
36,177039.64,30,8,179808.36000000002,22476.045,0.0320754274161668,0.0,0.0,0.0998776141443034,0.0,0.0699219991773463,0.3763388420872088,0.4217861171749744,0.0,Kano,FB100482,Female,0,0.572386514841922,1
45,263437.94,183,5,47103.56,9420.712,0.3155455765976075,0.3284144552980709,0.2741737567181758,0.0,0.0,0.0,0.0818662113861457,0.0,0.0,Rivers,FB102587,Female,0,0.2734453971285143,0
29,3793.96,145,8,67053.95,8381.74375,0.0544387019705774,0.0,0.7937951455507095,0.0,0.0,0.0,0.0,0.0290470583761284,0.1227190941025845,Edo,FB104774,Male,0,0.30833631502937014,0
18,38263.16,10,12,114216.11,9518.009166666669,0.5226530653162675,0.0737268148950266,0.0135292648296286,0.0135775942640666,0.0,0.2058981872171973,0.0177481968174191,0.152866876660394,0.0,Enugu,FB102175,Female,0,0.5756719421138523,1
47,45223.24,185,4,52398.78,13099.695,0.8087186381056963,0.0,0.0,0.0,0.0,0.0098885890091334,0.0,0.0,0.1813927728851702,Plateau,FB102166,Female,1,0.153420210762805,0
39,61320.19,29,7,16835.579999999998,2405.082857142857,0.0,0.3870142875980513,0.0450207239667418,0.0,0.0,0.4950990699459121,0.0728659184892947,0.0,0.0,Lagos,FB103423,Male,1,0.33676979277853725,0
56,100592.9,245,9,80719.08,8968.786666666667,0.0,0.4642510791748369,0.1640252837371288,0.0628629563171433,0.0,0.0088257943475074,0.0261379341786353,0.0522368441265683,0.2216601081181797,Anambra,FB101034,Male,0,0.35639372020646487,0
55,7727.21,52,4,45869.12,11467.28,0.0,0.0,0.5808892780153619,0.1164295281880271,0.0,0.0,0.0,0.0,0.3026811937966108,Abuja FCT,FB101953,Male,0,0.19951078471757605,0
18,7032.46,163,8,85498.02,10687.2525,0.3226537877719274,0.0,0.0549402196682449,0.0,0.0,0.5186117760387902,0.0,0.1037942165210375,0.0,Abuja FCT,FB103371,Male,1,0.30857146115520273,0
38,851916.13,137,9,49154.16,5461.573333333334,0.1184383987031819,0.0,0.131403323747166,0.0199069620963922,0.0,0.2005917708694442,0.0459910209024017,0.3966408946872451,0.0870276289941685,Oyo,FB101620,Male,1,0.7338766223504922,1
